LastName,FirstName,MLBId,PlayerName,PlayerId,Team,TeamNbr,Pos,G,GS,INN,BallsInZone,MissedBallsInZone,OutsOutOfZone,CBlockingRuns,CFramingRuns,Cera
Rosales,Adam,489267,"Rosales Adam",9682,OAK,1,4,1,1,9.000000,2,0,1,,,
Rosales,Adam,489267,"Rosales Adam",9682,OAK,1,7,1,1,5.000000,0,0,0,,,
Bour,Justin James,571506,"Bour Justin",9744,MIA,1,3,6,6,52.000000,8,2,0,,,
Kelly,Joseph William,523260,"Kelly Joe",9761,BOS,1,1,2,0,2.100000,0,0,0,,,
Vazquez,Christian,543877,"Vazquez Christian",9774,BOS,1,2,1,1,8.000000,,,,0,0,4.50
Arenado,Nolan James,571448,"Arenado Nolan",9777,COL,1,5,7,7,62.000000,17,4,0,,,
Richards,Garrett,572070,"Richards Garrett",9784,LAA,1,1,1,1,4.200000,0,0,2,,,
Seager,Kyle Duerr,572122,"Seager Kyle",9785,SEA,1,5,7,7,62.100000,24,9,5,,,
Goins,Ryan,572365,"Goins Ryan",9807,TOR,1,5,1,0,3.000000,2,2,0,,,
Dozier,Brian,572821,"Dozier Brian",9810,MIN,1,4,6,6,53.000000,18,6,4,,,
Romo,Sergio,489265,"Romo Sergio",9817,LAN,1,1,2,0,2.000000,0,0,0,,,
McCutchen,Andrew,457705,"McCutchen Andrew",9847,PIT,1,9,5,5,47.100000,6,2,2,,,
Jackson,Austin,457706,"Jackson Austin",9848,CLE,1,7,1,0,0.100000,1,0,0,,,
Jackson,Austin,457706,"Jackson Austin",9848,CLE,1,8,3,3,22.200000,3,0,3,,,
Roe,Chaz,475054,"Roe Chaz",9866,ATL,1,1,3,0,2.000000,0,0,0,,,
LeMahieu,David J.,518934,"LeMahieu DJ",9874,COL,1,4,7,6,56.000000,14,4,8,,,
Wood,Travis,475243,"Wood Travis",9884,KC,1,1,4,0,2.000000,0,0,0,,,
Bruce,Jay,457803,"Bruce Jay",9892,NYN,1,9,6,6,57.000000,8,1,3,,,
Rusin,Christopher Patrick,543734,"Rusin Chris",9895,COL,1,1,1,0,2.000000,0,0,1,,,
Carter,Vernon,474892,"Carter Chris",9911,NYA,1,3,2,2,16.000000,2,1,0,,,
Gardner,Brett,458731,"Gardner Brett",9927,NYA,1,7,6,6,48.000000,4,0,4,,,
Kintzler,Brandon L.,445213,"Kintzler Brandon",9939,MIN,1,1,4,0,4.100000,0,0,0,,,
Dunn,Michael,445197,"Dunn Mike",9948,COL,1,1,4,0,4.000000,0,0,0,,,
Schimpf,Ryan,572114,"Schimpf Ryan",9953,SD,1,5,6,6,51.000000,13,4,4,,,
Pearce,Steven,456665,"Pearce Steve",9957,TOR,1,3,3,1,14.200000,1,1,1,,,
Pearce,Steven,456665,"Pearce Steve",9957,TOR,1,7,4,3,20.200000,4,0,2,,,
Wilhelmsen,Tom,452666,"Wilhelmsen Tom",9975,ARI,1,1,4,0,3.100000,0,0,0,,,
Saunders,Michael,459431,"Saunders Michael",9981,PHI,1,9,5,5,39.000000,12,1,0,,,
Minor,Mike,501985,"Minor Mike",10021,KC,1,1,4,0,4.000000,0,0,0,,,
Bethancourt,Christian Gabriel,542194,"Bethancourt Christian",10028,SD,1,1,2,0,1.200000,0,0,0,,,
Owings,Christopher Scott,572008,"Owings Chris",10030,ARI,1,6,5,5,44.000000,20,4,3,,,
Owings,Christopher Scott,572008,"Owings Chris",10030,ARI,1,9,2,1,10.000000,0,0,2,,,
Myers,William Bradford,571976,"Myers Wil",10047,SD,1,3,7,7,60.000000,14,1,4,,,
Krol,Ian,571871,"Krol Ian",10066,ATL,1,1,3,0,2.200000,0,0,0,,,
Villar,Jonathan Rafael,542340,"Villar Jonathan",10071,MIL,1,4,7,7,65.000000,19,4,1,,,
Gibson,Kyle,502043,"Gibson Kyle",10123,MIN,1,1,1,1,5.000000,0,0,1,,,
Leake,Michael Raymond,502190,"Leake Mike",10130,STL,1,1,1,1,8.000000,0,0,0,,,
Strasburg,Stephen James,544931,"Strasburg Stephen",10131,WAS,1,1,2,2,14.000000,0,0,1,,,
Trout,Michael,545361,"Trout Mike",10155,LAA,1,8,7,7,61.000000,16,0,5,,,
Franklin,Nicholas,545338,"Franklin Nick",10166,MIL,1,7,1,1,6.100000,2,0,0,,,
Ramirez,Jose Altagracia,542432,"Ramirez Jose",10171,ATL,1,1,4,0,4.100000,0,0,1,,,
Skaggs,Tyler,572140,"Skaggs Tyler",10190,LAA,1,1,1,1,5.100000,0,0,0,,,
Miller,Shelby,571946,"Miller Shelby",10197,ARI,1,1,1,1,5.100000,0,0,0,,,
Hamilton,Billy,571740,"Hamilton Billy",10199,CIN,1,8,5,5,45.000000,9,0,3,,,
Barnhart,Tucker,571466,"Barnhart Tucker",10200,CIN,1,2,4,4,35.000000,,,,0,0,3.60
Iglesias,Jose Antonio,578428,"Iglesias Jose",10231,DET,1,6,5,5,44.000000,13,3,1,,,
Chapman,Aroldis,547973,"Chapman Aroldis",10233,NYA,1,1,2,0,2.000000,,,,,,
Grichuk,Randal Alexander,545341,"Grichuk Randal",10243,STL,1,7,5,3,30.200000,3,0,0,,,
Grichuk,Randal Alexander,545341,"Grichuk Randal",10243,STL,1,8,1,0,2.000000,1,0,0,,,
Grichuk,Randal Alexander,545341,"Grichuk Randal",10243,STL,1,9,4,3,21.100000,4,1,3,,,
Belt,Brandon Kyle,474832,"Belt Brandon",10264,SF,1,3,7,7,58.200000,6,2,1,,,
Smoker,Josh,519294,"Smoker Josh",10285,NYN,1,1,3,0,1.200000,0,0,0,,,
Sanchez,Hector Enrique,516949,"Sanchez Hector",10289,SD,1,2,1,1,6.100000,,,,0,0,12.79
Tepera,Dennis Ryan,572193,"Tepera Ryan",10291,TOR,1,1,3,0,4.000000,0,0,0,,,
Cosart,Jarred Lynn,543054,"Cosart Jarred",10304,SD,1,1,1,0,0.200000,0,0,0,,,
Wheeler,Zack Harrison,554430,"Wheeler Zack",10310,NYN,1,1,1,1,4.000000,0,0,1,,,
Ramirez,Erasmo Jose,541640,"Ramirez Erasmo",10314,TB,1,1,2,0,3.200000,0,0,0,,,
Tonkin,Michael,543859,"Tonkin Michael",10315,MIN,1,1,1,0,2.200000,0,0,0,,,
Santana,Daniel Ernesto,542454,"Santana Danny",10322,MIN,1,7,1,1,9.000000,2,0,0,,,
Ozuna,Marcell,542303,"Ozuna Marcell",10324,MIA,1,7,6,6,52.000000,8,0,3,,,
Gennett,Scooter,571697,"Gennett Scooter",10339,CIN,1,4,3,1,12.000000,3,1,1,,,
Gennett,Scooter,571697,"Gennett Scooter",10339,CIN,1,5,1,1,7.000000,0,0,2,,,
Loup,Aaron,571901,"Loup Aaron",10343,TOR,1,1,3,0,2.200000,0,0,0,,,
Santana,Domingo Alberto,570267,"Santana Domingo",10348,MIL,1,9,6,5,49.200000,4,0,1,,,
Joseph,Tommy Richard,571830,"Joseph Tommy",10349,PHI,1,3,6,5,43.000000,2,0,0,,,
Givens,Mychal Antonio,571710,"Givens Mychal",10430,BAL,1,1,3,0,3.200000,0,0,1,,,
Hechavarria,Adeiny,588751,"Hechavarria Adeiny",10459,MIA,1,6,5,5,44.000000,7,1,4,,,
Hernandez,Enrique,571771,"Hernandez Kiké",10472,LAN,1,6,2,1,8.000000,2,2,0,,,
Hernandez,Enrique,571771,"Hernandez Kiké",10472,LAN,1,8,2,2,14.000000,4,0,0,,,
Cuthbert,Cheslor Jesly,596144,"Cuthbert Cheslor",10473,KC,1,4,1,0,0.200000,,,,,,
Cuthbert,Cheslor Jesly,596144,"Cuthbert Cheslor",10473,KC,1,5,2,2,17.000000,8,4,0,,,
Petricka,Jacob Steven,502593,"Petricka Jake",10534,CHA,1,1,1,0,1.000000,,,,,,
Dietrich,Derek Richard,518618,"Dietrich Derek",10542,MIA,1,5,6,5,40.000000,2,1,3,,,
Nelson,Jimmy,519076,"Nelson Jimmy",10547,MIL,1,1,1,1,6.000000,0,0,0,,,
Hernandez,Cesar Augusto,514917,"Hernandez Cesar",10556,PHI,1,4,6,6,52.000000,13,4,4,,,
Reed,Addison Devon,592665,"Reed Addison",10586,NYN,1,1,3,0,3.000000,,,,,,
Sale,Chris,519242,"Sale Chris",10603,BOS,1,1,1,1,7.000000,0,0,0,,,
Perez,Carlos Eduardo,542208,"Perez Carlos",10642,LAA,1,2,2,2,15.000000,,,,0,0,7.20
Alcantara,Arismendy,570489,"Alcantara Arismendy",10711,CIN,1,5,1,0,1.000000,,,,,,
Alcantara,Arismendy,570489,"Alcantara Arismendy",10711,CIN,1,8,1,1,8.000000,2,0,1,,,
Greene,Shane,572888,"Greene Shane",10756,DET,1,1,2,0,1.000000,0,0,0,,,
Dickerson,Corey Corey,572816,"Dickerson Corey",10762,TB,1,7,1,0,1.000000,,,,,,
Edgin,Josh Wayne,572831,"Edgin Josh",10796,NYN,1,1,2,0,3.000000,0,0,0,,,
Saladino,Tyler,573135,"Saladino Tyler",10807,CHA,1,4,4,4,36.000000,7,0,4,,,
Foltynewicz,Mike,592314,"Foltynewicz Mike",10811,ATL,1,1,1,1,3.200000,0,0,0,,,
Profar,Jurickson Barthelomeus,595777,"Profar Jurickson",10815,TEX,1,7,2,2,18.000000,1,0,1,,,
Gyorko,Jedd Lindon,576397,"Gyorko Jedd",10816,STL,1,3,1,0,3.000000,0,0,0,,,
Gyorko,Jedd Lindon,576397,"Gyorko Jedd",10816,STL,1,4,2,2,15.000000,7,0,1,,,
Gyorko,Jedd Lindon,576397,"Gyorko Jedd",10816,STL,1,5,2,2,15.000000,4,1,1,,,
Simmons,Andrelton,592743,"Simmons Andrelton",10847,LAA,1,6,7,7,60.000000,16,5,8,,,
Shreve,Chasen Dean,592741,"Shreve Chasen",10855,NYA,1,1,2,0,2.000000,0,0,1,,,
Duvall,Adam,594807,"Duvall Adam",10950,CIN,1,7,6,6,53.000000,7,0,2,,,
Garcia,Greg,594824,"Garcia Greg",10951,STL,1,5,2,0,4.200000,2,0,0,,,
Gosselin,Phil David,594838,"Gosselin Phil",10953,PIT,1,3,1,0,2.100000,0,0,0,,,
Gosselin,Phil David,594838,"Gosselin Phil",10953,PIT,1,4,2,1,8.000000,3,0,0,,,
deGrom,Jacob,594798,"deGrom Jacob",10954,NYN,1,1,1,1,6.000000,0,0,0,,,
Gattis,Evan,594828,"Gattis Evan",11003,HOU,1,2,2,2,22.000000,,,,0,0,2.45
Kiermaier,Kevin James,595281,"Kiermaier Kevin",11038,TB,1,8,7,7,63.000000,15,0,6,,,
Lawrence,Casey Lee,596271,"Lawrence Casey",11121,TOR,1,1,2,0,2.000000,0,0,0,,,
Griffin,A.J. Joseph,456167,"Griffin A.J.",11132,TEX,1,1,1,1,3.100000,0,0,0,,,
Colon,Christian Anthony,518568,"Colon Christian",11145,KC,1,4,1,1,7.000000,1,0,1,,,
Rupp,Cameron Arthur,519237,"Rupp Cameron",11146,PHI,1,2,4,4,35.000000,,,,0,-1,3.86
Velasquez,Vincent John,592826,"Velasquez Vince",11189,PHI,1,1,1,1,4.000000,0,0,0,,,
Calhoun,Kole,594777,"Calhoun Kole",11200,LAA,1,9,7,7,61.000000,14,0,2,,,
Dayton,Grant,594795,"Dayton Grant",11203,LAN,1,1,3,0,3.000000,,,,,,
Cardullo,Stephen,506924,"Cardullo Stephen",11204,COL,1,7,1,1,6.000000,1,0,0,,,
Cardullo,Stephen,506924,"Cardullo Stephen",11204,COL,1,9,1,1,9.000000,1,0,1,,,
Eaton,Adam,594809,"Eaton Adam",11205,WAS,1,8,6,6,53.200000,10,3,1,,,
Blash,Jabari Jerell,518466,"Blash Jabari",11247,SD,1,7,1,1,8.000000,1,1,0,,,
Schoop,Jonathan Jezus,570731,"Schoop Jonathan",11265,BAL,1,4,5,5,47.000000,8,3,2,,,
Altherr,Aaron Samuel,571437,"Altherr Aaron",11270,PHI,1,7,1,0,2.000000,0,0,0,,,
Altherr,Aaron Samuel,571437,"Altherr Aaron",11270,PHI,1,9,2,1,13.000000,2,0,0,,,
Marisnick,Jake Shawn,545350,"Marisnick Jake",11339,HOU,1,8,6,3,34.000000,7,0,4,,,
Aguilar,Jesus Alexander,542583,"Aguilar Jesus",11342,MIL,1,3,5,4,35.200000,4,0,1,,,
Grandal,Yasmani,518735,"Grandal Yasmani",11368,LAN,1,2,5,5,43.000000,,,,0,0,2.72
DeShields,Delino Diaab,592261,"DeShields Delino",11379,TEX,1,7,1,1,9.000000,0,0,1,,,
Kahnle,Thomas,592454,"Kahnle Tommy",11384,CHA,1,1,2,0,2.000000,0,0,0,,,
Torreyes,Ronald Alcides,591720,"Torreyes Ronald",11400,NYA,1,5,1,0,1.000000,,,,,,
Torreyes,Ronald Alcides,591720,"Torreyes Ronald",11400,NYA,1,6,6,6,44.000000,12,2,3,,,
Quintana,Jose Guillermo,500779,"Quintana Jose",11423,CHA,1,1,2,2,11.200000,0,0,0,,,
Sanchez,Gary,596142,"Sanchez Gary",11442,NYA,1,2,5,5,37.000000,,,,0,0,4.14
Canha,Mark,592192,"Canha Mark",11445,OAK,1,7,1,0,3.000000,0,0,0,,,
Canha,Mark,592192,"Canha Mark",11445,OAK,1,9,3,2,18.000000,5,0,1,,,
Solis,Sammy Robert,519301,"Solis Sammy",11457,WAS,1,1,4,0,3.000000,0,0,2,,,
Wolters,Tony John,547172,"Wolters Tony",11470,COL,1,2,4,4,33.000000,,,,1,0,6.27
Machado,Dixon Javier,553988,"Machado Dixon",11472,DET,1,4,1,0,2.000000,0,0,0,,,
Herrera,David,546318,"Herrera Odubel",11476,PHI,1,8,6,6,52.000000,11,0,5,,,
Yelich,Christian S.,592885,"Yelich Christian",11477,MIA,1,8,6,6,52.000000,13,0,4,,,
Mitchell,Bryan Bedford,571951,"Mitchell Bryan",11479,NYA,1,1,2,0,2.000000,0,0,2,,,
Ray,Robbie Glenn,592662,"Ray Robbie",11486,ARI,1,1,1,1,5.200000,0,0,0,,,
Rodriguez,Joely,570257,"Rodriguez Joely",11487,PHI,1,1,2,0,2.100000,0,0,1,,,
Sanchez,Aaron Jacob,592717,"Sanchez Aaron",11490,TOR,1,1,1,1,7.000000,0,0,1,,,
Machado,Manny Arturo,592518,"Machado Manny",11493,BAL,1,5,5,5,47.000000,18,5,3,,,
Harper,Bryce,547180,"Harper Bryce",11579,WAS,1,9,6,6,53.200000,8,0,3,,,
Urena,Jose Miguel,570632,"Urena Jose",11589,MIA,1,1,1,0,1.000000,,,,,,
Sanchez,Carlos Carlos,570560,"Sanchez Carlos",11602,CHA,1,4,1,1,9.000000,2,0,1,,,
Contreras,Willson Eduardo,575929,"Contreras Willson",11609,CHN,1,2,4,4,37.000000,,,,-1,0,2.92
Drury,Brandon,592273,"Drury Brandon",11615,ARI,1,4,6,6,50.100000,17,5,2,,,
Parker,Jarrett Paul,592620,"Parker Jarrett",11624,SF,1,7,4,3,21.200000,3,1,2,,,
Parker,Jarrett Paul,592620,"Parker Jarrett",11624,SF,1,9,1,1,8.000000,1,0,2,,,
Hembree,Heath Heath,592390,"Hembree Heath",11632,BOS,1,1,3,0,2.000000,,,,,,
Taillon,Jameson Lee,592791,"Taillon Jameson",11674,PIT,1,1,1,1,7.000000,0,0,2,,,
Martinez,Carlos Ernesto,593372,"Martinez Carlos",11682,STL,1,1,2,2,12.100000,0,0,2,,,
Dyson,Sam,473879,"Dyson Sam",11710,TEX,1,1,3,0,2.000000,0,0,0,,,
Harvey,Matt Edward,518774,"Harvey Matt",11713,NYN,1,1,1,1,6.200000,0,0,1,,,
Grimm,Justin Scott,518748,"Grimm Justin",11720,CHN,1,1,2,0,2.100000,0,0,0,,,
Castellanos,Nick,592206,"Castellanos Nick",11737,DET,1,5,5,5,44.000000,14,6,0,,,
Realmuto,Jacob,592663,"Realmuto J.T.",11739,MIA,1,2,5,5,43.000000,,,,0,0,3.77
Ryan,Kyle,594986,"Ryan Kyle",11753,DET,1,1,2,0,2.000000,0,0,0,,,
Syndergaard,Noah Seth,592789,"Syndergaard Noah",11762,NYN,1,1,2,2,13.000000,0,0,2,,,
Robles,Hansel Manuel,570663,"Robles Hansel",11801,NYN,1,1,3,0,2.100000,0,0,0,,,
Neris,Hector,593576,"Neris Hector",11804,PHI,1,1,3,0,3.100000,0,0,0,,,
Paxton,James,572020,"Paxton James",11828,SEA,1,1,1,1,6.000000,0,0,0,,,
Walker,Taijuan Emmanuel,592836,"Walker Taijuan",11836,ARI,1,1,1,1,6.000000,0,0,0,,,
Martin,Leonys,547982,"Martin Leonys",11846,SEA,1,8,6,6,54.100000,17,1,2,,,
Pederson,Joc,592626,"Pederson Joc",11899,LAN,1,8,6,5,41.000000,9,2,1,,,
Feliz,Michael,593140,"Feliz Michael",11903,HOU,1,1,2,0,2.200000,,,,,,
Panik,Joe Matthew,605412,"Panik Joe",11936,SF,1,4,6,5,44.100000,11,3,2,,,
Shaw,Travis,543768,"Shaw Travis",11982,MIL,1,3,1,0,4.200000,0,0,0,,,
Shaw,Travis,543768,"Shaw Travis",11982,MIL,1,5,7,7,60.100000,12,7,2,,,
Andriese,Matt Lee,542882,"Andriese Matt",12022,TB,1,1,1,1,4.000000,0,0,0,,,
Hendricks,Kyle C.,543294,"Hendricks Kyle",12049,CHN,1,1,1,1,6.000000,0,0,0,,,
Rivero,Felipe Javier,553878,"Rivero Felipe",12076,PIT,1,1,5,0,5.000000,0,0,1,,,
Kepler,Max,596146,"Kepler Max",12144,MIN,1,9,6,6,53.000000,9,0,2,,,
Ahmed,Nick Mark,605113,"Ahmed Nick",12147,ARI,1,6,3,2,19.000000,5,1,1,,,
Rosario,Eddie,592696,"Rosario Eddie",12155,MIN,1,7,5,5,44.000000,4,0,1,,,
Barnes,Austin Scott,605131,"Barnes Austin",12158,LAN,1,2,2,2,18.000000,,,,0,0,4.00
Bogaerts,Xander Jan,593428,"Bogaerts Xander",12161,BOS,1,6,2,2,21.000000,7,1,1,,,
Sano,Miguel Angel,593934,"Sano Miguel",12164,MIN,1,3,2,1,10.000000,1,0,1,,,
Sano,Miguel Angel,593934,"Sano Miguel",12164,MIN,1,5,5,5,43.000000,5,2,1,,,
Goforth,David,592341,"Goforth David",12166,MIL,1,1,1,0,1.000000,,,,,,
Franco,Maikel Antonio,596748,"Franco Maikel",12179,PHI,1,5,6,6,52.000000,11,4,1,,,
Allen,Cody,592102,"Allen Cody",12183,CLE,1,1,3,0,2.200000,0,0,0,,,
Schebler,Scott Anthony,594988,"Schebler Scott",12225,CIN,1,9,6,5,44.100000,6,0,1,,,
Stassi,Brock,595426,"Stassi Brock",12244,PHI,1,3,2,1,8.000000,1,0,1,,,
Odor,Rougned Roberto,596059,"Odor Rougned",12282,TEX,1,4,6,6,54.000000,13,3,5,,,
Barnes,Jacob Andrew,606930,"Barnes Jacob",12323,MIL,1,1,4,0,4.100000,0,0,1,,,
Peterson,Jace Ryan,607054,"Peterson Jace",12325,ATL,1,5,2,0,3.200000,0,0,0,,,
Peterson,Jace Ryan,607054,"Peterson Jace",12325,ATL,1,7,2,2,17.000000,4,0,0,,,
Motter,Taylor Davis,600301,"Motter Taylor",12399,SEA,1,3,2,0,2.000000,,,,,,
Motter,Taylor Davis,600301,"Motter Taylor",12399,SEA,1,7,1,1,8.200000,1,0,1,,,
Rua,Ryan,607387,"Rua Ryan",12409,TEX,1,3,1,1,9.000000,0,0,0,,,
Rua,Ryan,607387,"Rua Ryan",12409,TEX,1,7,3,2,20.000000,4,0,1,,,
Pillar,Kevin,607680,"Pillar Kevin",12434,TOR,1,8,6,6,54.100000,8,2,2,,,
Bandy,Jett Adam,542908,"Bandy Jett",12508,MIL,1,2,5,5,42.000000,,,,0,0,6.21
Wong,Kolten Kaha,543939,"Wong Kolten",12532,STL,1,4,5,4,39.000000,10,6,1,,,
Semien,Marcus,543760,"Semien Marcus",12533,OAK,1,6,7,7,61.000000,23,3,1,,,
Cron,C.J. John,543068,"Cron C.J.",12546,LAA,1,3,5,5,43.000000,4,0,0,,,
Suarez,Eugenio Alejandro,553993,"Suarez Eugenio",12552,CIN,1,5,6,5,45.000000,12,2,2,,,
Cingrani,Anthony Michael,571561,"Cingrani Tony",12555,CIN,1,1,2,0,2.000000,0,0,1,,,
Story,Trevor John,596115,"Story Trevor",12564,COL,1,6,7,7,62.000000,14,4,1,,,
Treinen,Blake M.,595014,"Treinen Blake",12572,WAS,1,1,4,0,3.100000,0,0,0,,,
Morgan,Adam,605388,"Morgan Adam",12580,PHI,1,1,1,0,2.100000,0,0,0,,,
Karns,Nathan Alan,501992,"Karns Nathan",12638,KC,1,1,2,1,6.100000,0,0,2,,,
Eickhoff,Jerad,595191,"Eickhoff Jerad",12664,PHI,1,1,1,1,6.200000,0,0,1,,,
Wilson,Philip Tyler,592869,"Wilson Tyler",12691,BAL,1,1,2,0,2.100000,0,0,0,,,
Bauer,Trevor,545333,"Bauer Trevor",12703,CLE,1,1,1,1,5.200000,0,0,0,,,
Collins,Tyler James,607385,"Collins Tyler",12723,DET,1,7,1,0,3.000000,0,0,0,,,
Collins,Tyler James,607385,"Collins Tyler",12723,DET,1,9,3,3,25.000000,7,2,1,,,
Montero,Rafael,606160,"Montero Rafael",12760,NYN,1,1,3,0,4.200000,0,0,1,,,
Devenski,Christopher Michael,606965,"Devenski Chris",12763,HOU,1,1,2,0,8.000000,0,0,0,,,
Miller,Bradley,543543,"Miller Brad",12775,TB,1,4,7,7,65.000000,11,1,5,,,
Alcantara,Raul,593417,"Alcantara Raul",12790,OAK,1,1,1,1,2.000000,0,0,0,,,
Ramirez,Noe,598287,"Ramirez Noe",12800,BOS,1,1,1,0,1.200000,,,,,,
Springer,George,543807,"Springer George",12856,HOU,1,8,5,4,36.000000,4,0,3,,,
Springer,George,543807,"Springer George",12856,HOU,1,9,6,3,34.000000,7,1,3,,,
Armstrong,Shawn Michael,542888,"Armstrong Shawn",12857,CLE,1,1,3,0,3.000000,0,0,0,,,
McCann,James Thomas,543510,"McCann James",12859,DET,1,2,4,4,35.000000,,,,-1,0,5.14
Rendon,Anthony Michael,543685,"Rendon Anthony",12861,WAS,1,5,5,5,44.200000,7,2,0,,,
