GameDate,FirstName,LastName,Team,LW,,,,,,,,,PA,AB,R,H,1B,2B,3B,HR,RBI,SAC,SF,HBP,BB,K,SB,CS,GIDP,HFC,GB,FB,LD,POPU,BH,IFH,OUTS,,,,,,,
4/4/2016,Anthony Vincent,Rizzo,CHN,0.62,,,,,,,,,5,3,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,1,,0,2,,,,,,,
4/29/2016,Anthony,Rizzo,CHN,0.29,,,,,,,,,4,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,,0,2,,,,,,,
4/29/2016,David,Ross,CHN,-0.75,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,,0,3,,,,,,,
4/29/2016,Addison,Russell,CHN,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,,0,3,,,,,,,
4/29/2016,Jorge,Soler,CHN,-0.11,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,2,,,,,,,
4/26/2016,Ronald,Torreyes,CHN,0.67,,,,,,,,,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,0,1,,,,,,,
4/27/2016,Ronald,Torreyes,CHN,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/29/2016,Benjamin,Zobrist,CHN,0.29,,,,,,,,,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,,0,2,,,,,,,
4/30/2016,Tucker,Barnhart,CIN,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,3,,,,,,,
4/30/2016,Jay,Bruce,CIN,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/27/2016,Zachary,Cozart,CIN,1.29,,,,,,,,,4,4,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,,1,2,,,,,,,
4/29/2016,Zachary,Cozart,CIN,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/30/2016,Zachary,Cozart,CIN,-0.35,,,,,,,,,5,5,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,,0,4,,,,,,,
4/30/2016,Adam,Duvall,CIN,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/30/2016,Billy,Hamilton,CIN,1.13,,,,,,,,,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,1,1,,,,,,,
4/19/2016,Tyler,Holt,CIN,0.38,,,,,,,,,3,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,,0,1,,,,,,,
4/22/2016,Tyler,Holt,CIN,-0.40,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,,0,2,,,,,,,
4/4/2016,Devin Douglas,Mesoraco,CIN,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,,0,4,,,,,,,
4/16/2016,Devin Douglas,Mesoraco,CIN,-0.22,,,,,,,,,5,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,,0,3,,,,,,,
4/7/2016,Jordan Patrick,Pacheco,CIN,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0,4,,,,,,,
4/14/2016,Jordan Patrick,Pacheco,CIN,-0.02,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/18/2016,Jordan Patrick,Pacheco,CIN,0.30,,,,,,,,,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,0,2,,,,,,,
4/30/2016,Brandon,Phillips,CIN,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/13/2016,Scott Anthony,Schebler,CIN,0.27,,,,,,,,,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,,0,3,,,,,,,
4/24/2016,Scott,Schebler,CIN,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,0,4,,,,,,,
4/4/2016,Eugenio Alejandro,Suarez,CIN,-0.88,,,,,,,,,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Eugenio,Suarez,CIN,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,0,3,,,,,,,
4/4/2016,Joey,Votto,CIN,-0.51,,,,,,,,,4,4,1,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,,0,3,,,,,,,
4/30/2016,Joey,Votto,CIN,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/26/2016,Michael,Brantley,CLE,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/27/2016,Michael,Brantley,CLE,0.72,,,,,,,,,5,3,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,,0,2,,,,,,,
4/29/2016,Michael,Brantley,CLE,-0.35,,,,,,,,,5,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,,0,4,,,,,,,
4/30/2016,Michael,Brantley,CLE,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0,4,,,,,,,
4/20/2016,Lonnie,Chisenhall,CLE,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/30/2016,Lonnie,Chisenhall,CLE,1.77,,,,,,,,,4,4,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,,1,1,,,,,,,
4/12/2016,Jason Michael,Kipnis,CLE,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/20/2016,Jason Michael,Kipnis,CLE,-0.62,,,,,,,,,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,,0,3,,,,,,,
4/30/2016,Jason,Kipnis,CLE,-0.16,,,,,,,,,5,4,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,2,0,,0,3,,,,,,,
4/29/2016,Corey,Kluber,CLE,0.62,,,,,,,,,3,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,0,1,,,,,,,
4/12/2016,Francisco,Lindor,CLE,1.36,,,,,,,,,4,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,,0,2,,,,,,,
4/30/2016,Francisco,Lindor,CLE,0.72,,,,,,,,,4,4,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,,0,2,,,,,,,
4/30/2016,Tyler,Naquin,CLE,0.91,,,,,,,,,4,4,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,2,,,,,,,
4/14/2016,Roberto,Perez,CLE,-0.82,,,,,,,,,5,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/30/2016,Roberto,Perez,CLE,-0.30,,,,,,,,,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,,0,2,,,,,,,
4/12/2016,Jose,Ramirez,CLE,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/14/2016,Jose,Ramirez,CLE,0.96,,,,,,,,,5,5,2,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/20/2016,Jose,Ramirez,CLE,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/21/2016,Jose,Ramirez,CLE,-0.20,,,,,,,,,5,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,,0,4,,,,,,,
4/30/2016,Carlos,Santana,CLE,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/12/2016,Juan,Uribe,CLE,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/17/2016,Juan,Uribe,CLE,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,,0,3,,,,,,,
4/29/2016,Juan,Uribe,CLE,0.41,,,,,,,,,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,,0,1,,,,,,,
4/30/2016,Juan,Uribe,CLE,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/16/2016,Cristhian,Adames,COL,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,4,,,,,,,
4/26/2016,Cristhian,Adames,COL,1.33,,,,,,,,,5,3,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,,0,1,,,,,,,
4/4/2016,Nolan,Arenado,COL,1.11,,,,,,,,,5,5,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,4,0,0,,0,3,,,,,,,
4/30/2016,Nolan,Arenado,COL,0.60,,,,,,,,,5,4,0,2,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,,0,2,,,,,,,
4/17/2016,Brandon,Barnes,COL,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,3,,,,,,,
4/18/2016,Brandon,Barnes,COL,-0.75,,,,,,,,,4,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/29/2016,Charles,Blackmon,COL,0.75,,,,,,,,,5,4,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,,0,2,,,,,,,
4/30/2016,Charles,Blackmon,COL,0.02,,,,,,,,,5,5,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/16/2016,Dustin Thomas,Garneau,COL,-0.16,,,,,,,,,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,,0,2,,,,,,,
4/4/2016,Carlos,Gonzalez,COL,0.96,,,,,,,,,5,5,2,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,1,0,,0,3,,,,,,,
4/30/2016,Carlos,Gonzalez,COL,1.39,,,,,,,,,5,4,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,,0,1,,,,,,,
4/25/2016,Nicholas,Hundley,COL,0.20,,,,,,,,,4,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Nicholas,Hundley,COL,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,,0,3,,,,,,,
4/30/2016,David,LeMahieu,COL,-0.41,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,,0,3,,,,,,,
4/30/2016,Gerardo,Parra,COL,-1.60,,,,,,,,,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,2,0,,0,4,,,,,,,
4/30/2016,Mark,Reynolds,COL,0.56,,,,,,,,,4,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,,0,2,,,,,,,
4/4/2016,Trevor John,Story,COL,1.65,,,,,,,,,6,6,2,2,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,2,1,0,,0,4,,,,,,,
4/30/2016,Trevor,Story,COL,0.92,,,,,,,,,5,5,2,2,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,1,2,0,,0,3,,,,,,,
4/4/2016,Jose Dariel,Abreu,CWS,0.56,,,,,,,,,4,3,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,,0,2,,,,,,,
4/4/2016,Melky,Cabrera,CWS,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,0,4,,,,,,,
4/5/2016,Melky,Cabrera,CWS,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/4/2016,Todd,Frazier,CWS,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,,0,4,,,,,,,
4/4/2016,Brett,Lawrie,CWS,-0.96,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,,0,3,,,,,,,
4/7/2016,Jack,Shuck,CWS,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,4,,,,,,,
4/9/2016,Mike,Aviles,DET,-0.29,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,3,,,,,,,
4/24/2016,Mike,Aviles,DET,-0.90,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/25/2016,Mike,Aviles,DET,0.35,,,,,,,,,4,4,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,,0,2,,,,,,,
4/5/2016,Miguel,Cabrera,DET,-0.54,,,,,,,,,5,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,,0,4,,,,,,,
4/30/2016,Miguel,Cabrera,DET,0.05,,,,,,,,,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,0,3,,,,,,,
4/20/2016,Nick,Castellanos,DET,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,0,3,,,,,,,
4/30/2016,Nick,Castellanos,DET,0.27,,,,,,,,,4,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,1,2,,,,,,,
4/11/2016,Tyler James,Collins,DET,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,3,,,,,,,
4/21/2016,Tyler James,Collins,DET,-0.90,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,3,,,,,,,
4/30/2016,Anthony,Gose,DET,0.09,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/30/2016,Jose,Iglesias,DET,-1.53,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,,0,4,,,,,,,
4/5/2016,Ian,Kinsler,DET,0.97,,,,,,,,,6,6,2,3,2,0,0,1,4,0,0,0,0,0,0,1,0,0,2,2,2,0,,0,3,,,,,,,
4/30/2016,Ian,Kinsler,DET,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,,0,4,,,,,,,
4/5/2016,Julio Daniel,Martinez,DET,0.38,,,,,,,,,5,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,,0,3,,,,,,,
4/20/2016,Julio Daniel,Martinez,DET,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/20/2016,Victor,Martinez,DET,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,,0,3,,,,,,,
4/30/2016,Julio,Martinez,DET,-0.49,,,,,,,,,4,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/30/2016,Victor,Martinez,DET,0.95,,,,,,,,,4,4,1,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,,0,2,,,,,,,
4/23/2016,Andrew,Romine,DET,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,3,,,,,,,
4/24/2016,Andrew,Romine,DET,0.16,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/30/2016,Jarrod,Saltalamacchia,DET,-1.22,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,,0,4,,,,,,,
4/5/2016,Justin,Upton,DET,-0.27,,,,,,,,,6,6,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,,0,4,,,,,,,
4/30/2016,Justin,Upton,DET,0.58,,,,,,,,,4,4,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/27/2016,Robert,Wilson,DET,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/5/2016,Jose Carlos,Altuve,HOU,0.68,,,,,,,,,5,4,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,,0,3,,,,,,,
4/20/2016,Jose Carlos,Altuve,HOU,1.50,,,,,,,,,5,2,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,,0,1,,,,,,,
4/30/2016,Jose,Altuve,HOU,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Jason,Castro,HOU,-0.04,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,2,,,,,,,
4/20/2016,Carlos Javier,Correa,HOU,-0.02,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/30/2016,Carlos,Correa,HOU,0.10,,,,,,,,,4,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,,0,2,,,,,,,
4/29/2016,Evan,Gattis,HOU,1.21,,,,,,,,,4,4,2,2,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,2,,,,,,,
4/30/2016,Evan,Gattis,HOU,-0.95,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,,0,3,,,,,,,
4/20/2016,Marwin Javier,Gonzalez,HOU,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/17/2016,Jake Shawn,Marisnick,HOU,-0.19,,,,,,,,,3,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,,1,2,,,,,,,
4/30/2016,Colby,Rasmus,HOU,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/5/2016,George,Springer,HOU,-0.61,,,,,,,,,5,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,,1,4,,,,,,,
4/30/2016,George,Springer,HOU,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/30/2016,Preston,Tucker,HOU,-0.04,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,2,,,,,,,
4/30/2016,Luis,Valbuena,HOU,-1.28,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,,0,3,,,,,,,
4/30/2016,Tyler,White,HOU,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,,0,3,,,,,,,
4/30/2016,Lorenzo,Cain,KC,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,,0,3,,,,,,,
4/20/2016,Jarrod Martel,Dyson,KC,-0.12,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,,0,3,,,,,,,
4/8/2016,Alcides,Escobar,KC,0.17,,,,,,,,,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,,0,3,,,,,,,
4/30/2016,Alcides,Escobar,KC,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,4,,,,,,,
4/16/2016,Reymond,Fuentes,KC,0.35,,,,,,,,,4,4,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,,1,2,,,,,,,
4/17/2016,Reymond,Fuentes,KC,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,,0,4,,,,,,,
4/8/2016,Alex,Gordon,KC,0.22,,,,,,,,,4,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,2,,,,,,,
4/30/2016,Alex,Gordon,KC,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,
4/8/2016,Eric John,Hosmer,KC,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/20/2016,Eric John,Hosmer,KC,-0.14,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,,0,3,,,,,,,
4/30/2016,Eric,Hosmer,KC,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,4,,,,,,,
4/30/2016,Omar,Infante,KC,-0.11,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,2,,,,,,,
4/8/2016,Kendry,Morales,KC,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/30/2016,Kendry,Morales,KC,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,,0,3,,,,,,,
4/30/2016,Michael,Moustakas,KC,0.76,,,,,,,,,4,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,0,2,,,,,,,
4/30/2016,Paulo,Orlando,KC,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,3,,,,,,,
