GameDate,FirstName,LastName,Team,LW,,,,,,,,,PA,AB,R,H,1B,2B,3B,HR,RBI,SAC,SF,HBP,BB,K,SB,CS,GIDP,HFC,GB,FB,LD,POPU,BH,IFH,OUTS,,,,,,,
4/20/2016,Kyle Duerr,Seager,SEA,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/22/2016,Kyle Duerr,Seager,SEA,-0.74,,,,,,,,,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,,0,4,,,,,,,
4/30/2016,Kyle,Seager,SEA,1.94,,,,,,,,,4,3,2,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,1,,,,,,,
4/30/2016,Garry,Smith,SEA,1.04,,,,,,,,,5,5,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,0,1,,1,3,,,,,,,
4/30/2016,Brandon,Belt,SF,0.74,,,,,,,,,4,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,,0,1,,,,,,,
4/15/2016,Gregor,Blanco,SF,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/20/2016,Gregor,Blanco,SF,0.98,,,,,,,,,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,2,,,,,,,
4/8/2016,Trevor Michael,Brown,SF,0.75,,,,,,,,,3,3,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,2,,,,,,,
4/13/2016,Trevor Michael,Brown,SF,0.76,,,,,,,,,4,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,,0,2,,,,,,,
4/19/2016,Trevor Michael,Brown,SF,0.29,,,,,,,,,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,2,,,,,,,
4/30/2016,Brandon,Crawford,SF,-0.70,,,,,,,,,4,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,1,,0,3,,,,,,,
4/4/2016,Matt Michael,Duffy,SF,1.04,,,,,,,,,5,5,1,2,1,0,0,1,4,0,0,0,0,1,0,0,0,0,2,1,1,0,,0,3,,,,,,,
4/20/2016,Matt Michael,Duffy,SF,1.10,,,,,,,,,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0,2,,,,,,,
4/30/2016,Matt,Duffy,SF,-0.67,,,,,,,,,5,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,,0,4,,,,,,,
4/4/2016,Angel,Pagan,SF,0.61,,,,,,,,,5,4,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,,0,3,,,,,,,
4/30/2016,Angel,Pagan,SF,-1.15,,,,,,,,,5,5,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,,1,4,,,,,,,
4/17/2016,Joe Matthew,Panik,SF,1.23,,,,,,,,,4,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,,0,2,,,,,,,
4/30/2016,Hunter,Pence,SF,0.74,,,,,,,,,4,2,0,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,1,1,0,,0,1,,,,,,,
4/30/2016,Buster,Posey,SF,0.29,,,,,,,,,4,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,2,,,,,,,
4/30/2016,Denard,Span,SF,0.04,,,,,,,,,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,,0,3,,,,,,,
4/9/2016,Kelby Aaron,Tomlinson,SF,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,3,,,,,,,
4/14/2016,Kelby Aaron,Tomlinson,SF,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,3,,,,,,,
4/18/2016,Kelby Aaron,Tomlinson,SF,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,4,,,,,,,
4/30/2016,Kelby,Tomlinson,SF,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/30/2016,Matthew,Adams,STL,0.22,,,,,,,,,4,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,0,2,,,,,,,
4/3/2016,Matt Martin,Carpenter,STL,-0.42,,,,,,,,,5,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,0,,0,3,,,,,,,
4/23/2016,Matt,Carpenter,STL,-0.04,,,,,,,,,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,2,,,,,,,
4/30/2016,Matt,Carpenter,STL,-0.55,,,,,,,,,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,,0,3,,,,,,,
4/23/2016,Aledmys,Diaz,STL,2.98,,,,,,,,,5,5,1,5,3,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,,1,0,,,,,,,
4/23/2016,Randal,Grichuk,STL,-0.61,,,,,,,,,5,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,,0,4,,,,,,,
4/23/2016,Jedd,Gyorko,STL,1.82,,,,,,,,,5,5,1,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,3,0,,0,2,,,,,,,
4/24/2016,Jedd,Gyorko,STL,2.38,,,,,,,,,5,5,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,,0,2,,,,,,,
4/24/2016,Jeremy,Hazelbaker,STL,-1.40,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,,0,5,,,,,,,
4/30/2016,Jeremy,Hazelbaker,STL,0.16,,,,,,,,,5,4,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/14/2016,Matthew,Holliday,STL,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,,0,3,,,,,,,
4/30/2016,Matthew,Holliday,STL,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0,4,,,,,,,
4/3/2016,Yadier,Molina,STL,0.93,,,,,,,,,4,3,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,1,,,,,,,
4/23/2016,Yadier,Molina,STL,0.87,,,,,,,,,4,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,,0,1,,,,,,,
4/30/2016,Yadier,Molina,STL,0.30,,,,,,,,,4,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,,0,2,,,,,,,
4/23/2016,Brandon,Moss,STL,-0.49,,,,,,,,,5,4,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,,0,3,,,,,,,
4/30/2016,Brandon,Moss,STL,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,3,,,,,,,
4/23/2016,Stephen,Piscotty,STL,1.56,,,,,,,,,5,5,2,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2,2,1,0,,0,2,,,,,,,
4/30/2016,Ruben,Tejada,STL,-0.11,,,,,,,,,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,2,,,,,,,
4/6/2016,Timothy Lamar,Beckham,TB,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,,0,3,,,,,,,
4/15/2016,Timothy Lamar,Beckham,TB,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,3,,,,,,,
4/30/2016,Timothy,Beckham,TB,0.15,,,,,,,,,3,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,,0,2,,,,,,,
4/30/2016,Curtis,Casali,TB,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,,0,3,,,,,,,
4/20/2016,Logan Logan,Forsythe,TB,0.12,,,,,,,,,4,4,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,0,3,,,,,,,
4/30/2016,Logan,Forsythe,TB,2.65,,,,,,,,,4,3,1,3,2,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,0,,,,,,,
4/6/2016,Brandon,Guyer,TB,0.47,,,,,,,,,3,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,0,1,,,,,,,
4/29/2016,Brandon,Guyer,TB,0.76,,,,,,,,,4,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,2,,,,,,,
4/30/2016,Brandon,Guyer,TB,-0.88,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,,0,3,,,,,,,
4/20/2016,Desmond,Jennings,TB,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/22/2016,Desmond,Jennings,TB,-0.06,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,,1,3,,,,,,,
4/23/2016,Desmond,Jennings,TB,-0.95,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,,0,3,,,,,,,
4/30/2016,Desmond,Jennings,TB,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,0,4,,,,,,,
4/30/2016,Kevin,Kiermaier,TB,0.93,,,,,,,,,4,3,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,,0,2,,,,,,,
4/3/2016,Evan,Longoria,TB,0.69,,,,,,,,,4,4,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,2,,,,,,,
4/30/2016,Evan,Longoria,TB,0.65,,,,,,,,,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,3,,,,,,,
4/8/2016,Logan,Morrison,TB,-0.82,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,,0,3,,,,,,,
4/13/2016,Logan,Morrison,TB,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/14/2016,Logan,Morrison,TB,-1.22,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,4,,,,,,,
4/20/2016,Logan,Morrison,TB,-0.57,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,,0,3,,,,,,,
4/23/2016,Logan,Morrison,TB,-0.02,,,,,,,,,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,,0,3,,,,,,,
4/30/2016,Steven,Pearce,TB,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/30/2016,Steven,Souza,TB,-0.17,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,,0,3,,,,,,,
4/21/2016,Hanser J.,Alberto,TEX,0.28,,,,,,,,,3,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,1,1,,,,,,,
4/19/2016,Elvis Augusto,Andrus,TEX,1.16,,,,,,,,,4,3,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,,0,1,,,,,,,
4/20/2016,Elvis Augusto,Andrus,TEX,-0.02,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/21/2016,Elvis Augusto,Andrus,TEX,0.12,,,,,,,,,4,4,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,,0,3,,,,,,,
4/30/2016,Elvis,Andrus,TEX,0.05,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,,0,3,,,,,,,
4/8/2016,Nori,Aoki,TEX,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,0,3,,,,,,,
4/15/2016,Nori,Aoki,TEX,-0.67,,,,,,,,,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,,0,4,,,,,,,
4/30/2016,Adrian,Beltre,TEX,0.29,,,,,,,,,4,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,2,,,,,,,
4/30/2016,Delino,DeShields,TEX,-0.36,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,,0,3,,,,,,,
4/4/2016,Ian,Desmond,TEX,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,4,,,,,,,
4/30/2016,Ian,Desmond,TEX,-0.36,,,,,,,,,4,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Prince,Fielder,TEX,0.69,,,,,,,,,4,4,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,,0,2,,,,,,,
4/29/2016,John,Holaday,TEX,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,0,3,,,,,,,
4/30/2016,Nomar,Mazara,TEX,-0.24,,,,,,,,,5,4,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/30/2016,Mitchell,Moreland,TEX,0.58,,,,,,,,,4,4,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/30/2016,Brett,Nicholas,TEX,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,1,3,,,,,,,
4/30/2016,Rougned,Odor,TEX,1.83,,,,,,,,,5,5,2,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,,0,2,,,,,,,
4/6/2016,Ryan,Rua,TEX,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,4,,,,,,,
4/9/2016,Ryan,Rua,TEX,-0.10,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/11/2016,Ryan,Rua,TEX,1.13,,,,,,,,,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,1,,,,,,,
4/12/2016,Ryan,Rua,TEX,0.35,,,,,,,,,4,4,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,,0,2,,,,,,,
4/21/2016,Ryan,Rua,TEX,0.27,,,,,,,,,4,4,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,2,,,,,,,
4/6/2016,Justin,Ruggiano,TEX,-0.02,,,,,,,,,4,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,,0,3,,,,,,,
4/20/2016,Garry,Smith,TEX,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/24/2016,Darwin,Barney,TOR,0.35,,,,,,,,,4,4,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,,0,2,,,,,,,
4/25/2016,Darwin,Barney,TOR,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,0,4,,,,,,,
4/3/2016,Jose,Bautista,TOR,0.09,,,,,,,,,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/30/2016,Jose,Bautista,TOR,0.65,,,,,,,,,4,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,3,,,,,,,
4/6/2016,Ezequiel,Carrera,TOR,-0.29,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,1,3,,,,,,,
4/27/2016,Matthew,Dominguez,TOR,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,,0,3,,,,,,,
4/3/2016,Joshua,Donaldson,TOR,-0.76,,,,,,,,,5,5,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,,0,4,,,,,,,
4/30/2016,Joshua,Donaldson,TOR,0.09,,,,,,,,,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,
4/3/2016,Edwin,Encarnacion,TOR,0.27,,,,,,,,,4,4,1,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,,0,2,,,,,,,
4/30/2016,Edwin,Encarnacion,TOR,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,4,,,,,,,
4/19/2016,Ryan,Goins,TOR,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,3,,,,,,,
4/30/2016,Ryan,Goins,TOR,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/30/2016,Kevin,Pillar,TOR,2.28,,,,,,,,,4,3,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,,0,1,,,,,,,
4/30/2016,Michael,Saunders,TOR,-0.57,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/30/2016,Justin,Smoak,TOR,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,4,,,,,,,
4/30/2016,Joshua,Thole,TOR,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/30/2016,Troy,Tulowitzki,TOR,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,0,4,,,,,,,
4/14/2016,Matthew,den Dekker,WAS,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/21/2016,Matthew,den Dekker,WAS,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,,0,4,,,,,,,
4/28/2016,Matthew,den Dekker,WAS,0.59,,,,,,,,,4,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,,0,2,,,,,,,
4/13/2016,Stephen,Drew,WAS,0.83,,,,,,,,,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,,0,2,,,,,,,
4/17/2016,Stephen,Drew,WAS,-0.57,,,,,,,,,4,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/23/2016,Stephen,Drew,WAS,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,,0,4,,,,,,,
4/24/2016,Stephen,Drew,WAS,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,4,,,,,,,
4/27/2016,Daniel,Espinosa,WAS,0.54,,,,,,,,,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,,,,,,,
4/30/2016,Daniel,Espinosa,WAS,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/27/2016,Bryce,Harper,WAS,0.39,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,,0,2,,,,,,,
4/30/2016,Bryce,Harper,WAS,-1.20,,,,,,,,,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,,0,4,,,,,,,
4/14/2016,Chris,Heisey,WAS,-0.44,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/12/2016,Jose,Lobaton,WAS,-0.11,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/17/2016,Jose,Lobaton,WAS,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Jose,Lobaton,WAS,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/27/2016,Daniel,Murphy,WAS,0.23,,,,,,,,,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,2,,,,,,,
4/30/2016,Daniel,Murphy,WAS,0.35,,,,,,,,,4,4,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,,0,2,,,,,,,
4/27/2016,Anthony,Rendon,WAS,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,4,,,,,,,
4/30/2016,Anthony,Rendon,WAS,0.75,,,,,,,,,5,4,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,,0,2,,,,,,,
4/10/2016,Clinton,Robinson,WAS,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Joe,Ross,WAS,-0.17,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/28/2016,Pedro,Severino,WAS,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,
4/29/2016,Stephen,Strasburg,WAS,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,3,,,,,,,
4/30/2016,Michael,Taylor,WAS,-1.86,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,,0,5,,,,,,,
4/27/2016,Jayson,Werth,WAS,-0.90,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,3,,,,,,,
4/30/2016,Jayson,Werth,WAS,1.81,,,,,,,,,4,3,1,2,1,0,0,1,4,0,1,0,0,0,0,0,0,0,1,2,1,0,,0,1,,,,,,,
4/27/2016,Ryan,Zimmerman,WAS,-1.22,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,4,,,,,,,
4/30/2016,Ryan,Zimmerman,WAS,0.09,,,,,,,,,4,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
