"Date","Visit","Home","DH","Rain","Away_Score","Home_Score"
2017-08-06,"OAK","SF",NA,NA,NA,NA
2017-08-06,"ARI","CHN",NA,NA,NA,NA
2017-08-06,"LAN","ATL",NA,NA,NA,NA
2017-08-06,"CIN","PIT",NA,NA,NA,NA
2017-08-06,"NYN","COL",NA,NA,NA,NA
2017-08-06,"STL","MIL",NA,NA,NA,NA
2017-08-07,"DET","BAL",NA,NA,NA,NA
2017-08-07,"CHA","BOS",NA,NA,NA,NA
2017-08-07,"NYA","CLE",NA,NA,NA,NA
2017-08-07,"TOR","HOU",NA,NA,NA,NA
2017-08-07,"SEA","KC",NA,NA,NA,NA
2017-08-07,"OAK","LAA",NA,NA,NA,NA
2017-08-07,"TEX","MIN",NA,NA,NA,NA
2017-08-07,"MIL","TB",NA,NA,NA,NA
2017-08-07,"ARI","SF",NA,NA,NA,NA
2017-08-07,"MIA","ATL",NA,NA,NA,NA
2017-08-07,"WAS","CHN",NA,NA,NA,NA
2017-08-07,"STL","CIN",NA,NA,NA,NA
2017-08-07,"PHI","COL",NA,NA,NA,NA
2017-08-07,"LAN","NYN",NA,NA,NA,NA
2017-08-07,"SD","PIT",NA,NA,NA,NA
2017-08-08,"DET","BAL",NA,NA,NA,NA
2017-08-08,"CHA","BOS",NA,NA,NA,NA
2017-08-08,"NYA","CLE",NA,NA,NA,NA
2017-08-08,"TOR","HOU",NA,NA,NA,NA
2017-08-08,"SEA","KC",NA,NA,NA,NA
2017-08-08,"OAK","LAA",NA,NA,NA,NA
2017-08-08,"TEX","MIN",NA,NA,NA,NA
2017-08-08,"MIL","TB",NA,NA,NA,NA
2017-08-08,"ARI","SF",NA,NA,NA,NA
2017-08-08,"MIA","ATL",NA,NA,NA,NA
2017-08-08,"WAS","CHN",NA,NA,NA,NA
2017-08-08,"STL","CIN",NA,NA,NA,NA
2017-08-08,"PHI","COL",NA,NA,NA,NA
2017-08-08,"LAN","NYN",NA,NA,NA,NA
2017-08-08,"SD","PIT",NA,NA,NA,NA
2017-08-09,"DET","BAL",NA,NA,NA,NA
2017-08-09,"CHA","BOS",NA,NA,NA,NA
2017-08-09,"NYA","CLE",NA,NA,NA,NA
2017-08-09,"TOR","HOU",NA,NA,NA,NA
2017-08-09,"SEA","KC",NA,NA,NA,NA
2017-08-09,"OAK","LAA",NA,NA,NA,NA
2017-08-09,"TEX","MIN",NA,NA,NA,NA
2017-08-09,"MIL","TB",NA,NA,NA,NA
2017-08-09,"ARI","SF",NA,NA,NA,NA
2017-08-09,"MIA","ATL",NA,NA,NA,NA
2017-08-09,"WAS","CHN",NA,NA,NA,NA
2017-08-09,"STL","CIN",NA,NA,NA,NA
2017-08-09,"PHI","COL",NA,NA,NA,NA
2017-08-09,"LAN","NYN",NA,NA,NA,NA
2017-08-09,"SD","PIT",NA,NA,NA,NA
2017-08-10,"BAL","LAA",NA,NA,NA,NA
2017-08-10,"DET","PIT",NA,NA,NA,NA
2017-08-10,"STL","KC",NA,NA,NA,NA
2017-08-10,"MIL","MIN",NA,NA,NA,NA
2017-08-10,"CHN","SF",NA,NA,NA,NA
2017-08-10,"SD","CIN",NA,NA,NA,NA
2017-08-10,"MIA","WAS",NA,NA,NA,NA
2017-08-11,"BAL","LAA",NA,NA,NA,NA
2017-08-11,"BOS","TB",NA,NA,NA,NA
2017-08-11,"HOU","CHA",NA,NA,NA,NA
2017-08-11,"COL","CLE",NA,NA,NA,NA
2017-08-11,"DET","PIT",NA,NA,NA,NA
2017-08-11,"STL","KC",NA,NA,NA,NA
2017-08-11,"MIL","MIN",NA,NA,NA,NA
2017-08-11,"NYA","TOR",NA,NA,NA,NA
2017-08-11,"SEA","OAK",NA,NA,NA,NA
2017-08-11,"TEX","NYN",NA,NA,NA,NA
2017-08-11,"LAN","ARI",NA,NA,NA,NA
2017-08-11,"PHI","ATL",NA,NA,NA,NA
2017-08-11,"CHN","SF",NA,NA,NA,NA
2017-08-11,"SD","CIN",NA,NA,NA,NA
2017-08-11,"MIA","WAS",NA,NA,NA,NA
2017-08-12,"BAL","LAA",NA,NA,NA,NA
2017-08-12,"BOS","TB",NA,NA,NA,NA
2017-08-12,"HOU","CHA",NA,NA,NA,NA
2017-08-12,"COL","CLE",NA,NA,NA,NA
2017-08-12,"PIT","DET",NA,NA,NA,NA
2017-08-12,"KC","STL",NA,NA,NA,NA
2017-08-12,"MIN","MIL",NA,NA,NA,NA
2017-08-12,"NYA","TOR",NA,NA,NA,NA
2017-08-12,"SEA","OAK",NA,NA,NA,NA
2017-08-12,"TEX","NYN",NA,NA,NA,NA
2017-08-12,"LAN","ARI",NA,NA,NA,NA
2017-08-12,"PHI","ATL",NA,NA,NA,NA
2017-08-12,"CHN","SF",NA,NA,NA,NA
2017-08-12,"SD","CIN",NA,NA,NA,NA
2017-08-12,"MIA","WAS",NA,NA,NA,NA
2017-08-13,"BAL","OAK",NA,NA,NA,NA
2017-08-13,"HOU","CHA",NA,NA,NA,NA
2017-08-13,"CLE","TB",NA,NA,NA,NA
2017-08-13,"PIT","DET",NA,NA,NA,NA
2017-08-13,"KC","STL",NA,NA,NA,NA
2017-08-13,"LAA","SEA",NA,NA,NA,NA
2017-08-13,"MIN","MIL",NA,NA,NA,NA
2017-08-13,"NYA","TOR",NA,NA,NA,NA
2017-08-13,"LAN","ARI",NA,NA,NA,NA
2017-08-13,"SD","CIN",NA,NA,NA,NA
2017-08-13,"MIA","WAS",NA,NA,NA,NA
2017-08-13,"NYN","PHI",NA,NA,NA,NA
2017-08-14,"BAL","OAK",NA,NA,NA,NA
2017-08-14,"BOS","NYA",NA,NA,NA,NA
2017-08-14,"KC","CHA",NA,NA,NA,NA
2017-08-14,"CLE","TB",NA,NA,NA,NA
2017-08-14,"MIN","DET",NA,NA,NA,NA
2017-08-14,"HOU","TEX",NA,NA,NA,NA
2017-08-14,"LAA","SEA",NA,NA,NA,NA
2017-08-14,"PIT","TOR",NA,NA,NA,NA
2017-08-14,"CHN","ARI",NA,NA,NA,NA
2017-08-14,"ATL","STL",NA,NA,NA,NA
2017-08-14,"CIN","MIL",NA,NA,NA,NA
2017-08-14,"COL","MIA",NA,NA,NA,NA
2017-08-14,"SD","LAN",NA,NA,NA,NA
2017-08-14,"NYN","PHI",NA,NA,NA,NA
2017-08-14,"SF","WAS",NA,NA,NA,NA
2017-08-15,"BAL","OAK",NA,NA,NA,NA
2017-08-15,"BOS","NYA",NA,NA,NA,NA
2017-08-15,"KC","CHA",NA,NA,NA,NA
2017-08-15,"CLE","TB",NA,NA,NA,NA
2017-08-15,"MIN","DET",NA,NA,NA,NA
2017-08-15,"HOU","TEX",NA,NA,NA,NA
2017-08-15,"LAA","SEA",NA,NA,NA,NA
2017-08-15,"PIT","TOR",NA,NA,NA,NA
2017-08-15,"CHN","ARI",NA,NA,NA,NA
2017-08-15,"ATL","STL",NA,NA,NA,NA
2017-08-15,"CIN","MIL",NA,NA,NA,NA
2017-08-15,"COL","MIA",NA,NA,NA,NA
2017-08-15,"SD","LAN",NA,NA,NA,NA
2017-08-15,"NYN","PHI",NA,NA,NA,NA
2017-08-15,"SF","WAS",NA,NA,NA,NA
2017-08-16,"BAL","OAK",NA,NA,NA,NA
2017-08-16,"BOS","NYA",NA,NA,NA,NA
2017-08-16,"KC","CHA",NA,NA,NA,NA
2017-08-16,"CLE","TB",NA,NA,NA,NA
2017-08-16,"MIN","DET",NA,NA,NA,NA
2017-08-16,"HOU","TEX",NA,NA,NA,NA
2017-08-16,"LAA","SEA",NA,NA,NA,NA
2017-08-16,"PIT","TOR",NA,NA,NA,NA
2017-08-16,"CHN","ARI",NA,NA,NA,NA
2017-08-16,"ATL","STL",NA,NA,NA,NA
2017-08-16,"CIN","MIL",NA,NA,NA,NA
2017-08-16,"COL","MIA",NA,NA,NA,NA
2017-08-16,"SD","LAN",NA,NA,NA,NA
2017-08-16,"NYN","PHI",NA,NA,NA,NA
2017-08-16,"SF","WAS",NA,NA,NA,NA
2017-08-17,"BAL","SEA",NA,NA,NA,NA
2017-08-17,"DET","TEX",NA,NA,NA,NA
2017-08-17,"HOU","ARI",NA,NA,NA,NA
2017-08-17,"KC","OAK",NA,NA,NA,NA
2017-08-17,"NYN","NYA",NA,NA,NA,NA
2017-08-17,"TB","TOR",NA,NA,NA,NA
2017-08-17,"ATL","COL",NA,NA,NA,NA
2017-08-17,"CIN","CHN",NA,NA,NA,NA
2017-08-17,"SF","MIA",NA,NA,NA,NA
2017-08-17,"PHI","SD",NA,NA,NA,NA
2017-08-18,"BAL","SEA",NA,NA,NA,NA
2017-08-18,"STL","BOS",NA,NA,NA,NA
2017-08-18,"CHA","LAN",NA,NA,NA,NA
2017-08-18,"CLE","MIN",NA,NA,NA,NA
2017-08-18,"DET","TEX",NA,NA,NA,NA
2017-08-18,"HOU","ARI",NA,NA,NA,NA
2017-08-18,"KC","OAK",NA,NA,NA,NA
2017-08-18,"LAA","WAS",NA,NA,NA,NA
2017-08-18,"NYN","NYA",NA,NA,NA,NA
2017-08-18,"TB","TOR",NA,NA,NA,NA
2017-08-18,"ATL","COL",NA,NA,NA,NA
2017-08-18,"CIN","CHN",NA,NA,NA,NA
2017-08-18,"SF","MIA",NA,NA,NA,NA
2017-08-18,"PIT","MIL",NA,NA,NA,NA
2017-08-18,"PHI","SD",NA,NA,NA,NA
2017-08-19,"BAL","SEA",NA,NA,NA,NA
2017-08-19,"STL","BOS",NA,NA,NA,NA
2017-08-19,"CHA","LAN",NA,NA,NA,NA
2017-08-19,"CLE","MIN",NA,NA,NA,NA
2017-08-19,"DET","TEX",NA,NA,NA,NA
2017-08-19,"ARI","HOU",NA,NA,NA,NA
2017-08-19,"KC","OAK",NA,NA,NA,NA
2017-08-19,"LAA","WAS",NA,NA,NA,NA
2017-08-19,"NYA","NYN",NA,NA,NA,NA
2017-08-19,"TB","TOR",NA,NA,NA,NA
2017-08-19,"ATL","COL",NA,NA,NA,NA
2017-08-19,"CIN","CHN",NA,NA,NA,NA
2017-08-19,"SF","MIA",NA,NA,NA,NA
2017-08-19,"PIT","MIL",NA,NA,NA,NA
2017-08-19,"PHI","SD",NA,NA,NA,NA
2017-08-20,"CHA","TEX",NA,NA,NA,NA
2017-08-20,"CLE","MIN",NA,NA,NA,NA
2017-08-20,"ARI","HOU",NA,NA,NA,NA
2017-08-20,"NYA","NYN",NA,NA,NA,NA
2017-08-20,"TB","TOR",NA,NA,NA,NA
2017-08-20,"ATL","COL",NA,NA,NA,NA
2017-08-20,"CIN","CHN",NA,NA,NA,NA
2017-08-20,"PHI","SF",NA,NA,NA,NA
2017-08-20,"STL","PIT",NA,NA,NA,NA
2017-08-20,"WAS","SD",NA,NA,NA,NA
2017-08-21,"LAA","BAL",NA,NA,NA,NA
2017-08-21,"NYA","BOS",NA,NA,NA,NA
2017-08-21,"CHA","TEX",NA,NA,NA,NA
2017-08-21,"CLE","KC",NA,NA,NA,NA
2017-08-21,"LAN","DET",NA,NA,NA,NA
2017-08-21,"OAK","HOU",NA,NA,NA,NA
2017-08-21,"ARI","MIN",NA,NA,NA,NA
2017-08-21,"SEA","TB",NA,NA,NA,NA
2017-08-21,"TOR","CHN",NA,NA,NA,NA
2017-08-21,"CIN","ATL",NA,NA,NA,NA
2017-08-21,"MIL","COL",NA,NA,NA,NA
2017-08-21,"MIA","NYN",NA,NA,NA,NA
2017-08-21,"PHI","SF",NA,NA,NA,NA
2017-08-21,"STL","PIT",NA,NA,NA,NA
2017-08-21,"WAS","SD",NA,NA,NA,NA
2017-08-22,"LAA","BAL",NA,NA,NA,NA
2017-08-22,"NYA","BOS",NA,NA,NA,NA
2017-08-22,"CHA","TEX",NA,NA,NA,NA
2017-08-22,"CLE","KC",NA,NA,NA,NA
2017-08-22,"LAN","DET",NA,NA,NA,NA
2017-08-22,"OAK","HOU",NA,NA,NA,NA
2017-08-22,"ARI","MIN",NA,NA,NA,NA
2017-08-22,"SEA","TB",NA,NA,NA,NA
2017-08-22,"TOR","CHN",NA,NA,NA,NA
2017-08-22,"CIN","ATL",NA,NA,NA,NA
2017-08-22,"MIL","COL",NA,NA,NA,NA
2017-08-22,"MIA","NYN",NA,NA,NA,NA
2017-08-22,"PHI","SF",NA,NA,NA,NA
2017-08-22,"STL","PIT",NA,NA,NA,NA
2017-08-22,"WAS","SD",NA,NA,NA,NA
2017-08-23,"LAA","BAL",NA,NA,NA,NA
2017-08-23,"NYA","BOS",NA,NA,NA,NA
2017-08-23,"CHA","TEX",NA,NA,NA,NA
2017-08-23,"CLE","KC",NA,NA,NA,NA
2017-08-23,"LAN","DET",NA,NA,NA,NA
2017-08-23,"OAK","HOU",NA,NA,NA,NA
2017-08-23,"ARI","MIN",NA,NA,NA,NA
2017-08-23,"SEA","TB",NA,NA,NA,NA
2017-08-23,"TOR","CHN",NA,NA,NA,NA
2017-08-23,"CIN","ATL",NA,NA,NA,NA
2017-08-23,"MIL","COL",NA,NA,NA,NA
2017-08-23,"MIA","NYN",NA,NA,NA,NA
2017-08-23,"PHI","SF",NA,NA,NA,NA
2017-08-23,"STL","PIT",NA,NA,NA,NA
2017-08-23,"WAS","SD",NA,NA,NA,NA
2017-08-24,"OAK","BAL",NA,NA,NA,NA
2017-08-24,"BOS","CLE",NA,NA,NA,NA
2017-08-24,"MIN","CHA",NA,NA,NA,NA
2017-08-24,"TEX","LAA",NA,NA,NA,NA
2017-08-24,"SEA","ATL",NA,NA,NA,NA
2017-08-24,"ARI","NYN",NA,NA,NA,NA
2017-08-24,"LAN","PIT",NA,NA,NA,NA
2017-08-24,"MIL","SF",NA,NA,NA,NA
2017-08-25,"OAK","BAL",NA,NA,NA,NA
2017-08-25,"BOS","CLE",NA,NA,NA,NA
2017-08-25,"MIN","CHA",NA,NA,NA,NA
2017-08-25,"NYA","DET",NA,NA,NA,NA
2017-08-25,"WAS","HOU",NA,NA,NA,NA
2017-08-25,"COL","KC",NA,NA,NA,NA
2017-08-25,"TEX","LAA",NA,NA,NA,NA
2017-08-25,"SEA","ATL",NA,NA,NA,NA
2017-08-25,"TOR","TB",NA,NA,NA,NA
2017-08-25,"ARI","NYN",NA,NA,NA,NA
2017-08-25,"CHN","CIN",NA,NA,NA,NA
2017-08-25,"LAN","PIT",NA,NA,NA,NA
2017-08-25,"MIA","PHI",NA,NA,NA,NA
2017-08-25,"MIL","SF",NA,NA,NA,NA
2017-08-25,"SD","STL",NA,NA,NA,NA
2017-08-26,"OAK","BAL",NA,NA,NA,NA
2017-08-26,"BOS","CLE",NA,NA,NA,NA
2017-08-26,"MIN","CHA",NA,NA,NA,NA
2017-08-26,"NYA","DET",NA,NA,NA,NA
2017-08-26,"WAS","HOU",NA,NA,NA,NA
2017-08-26,"COL","KC",NA,NA,NA,NA
2017-08-26,"TEX","LAA",NA,NA,NA,NA
2017-08-26,"SEA","ATL",NA,NA,NA,NA
2017-08-26,"TOR","TB",NA,NA,NA,NA
2017-08-26,"ARI","NYN",NA,NA,NA,NA
2017-08-26,"CHN","CIN",NA,NA,NA,NA
2017-08-26,"LAN","PIT",NA,NA,NA,NA
2017-08-26,"MIA","PHI",NA,NA,NA,NA
2017-08-26,"MIL","SF",NA,NA,NA,NA
2017-08-26,"SD","STL",NA,NA,NA,NA
2017-08-27,"BOS","CLE",NA,NA,NA,NA
2017-08-27,"MIN","CHA",NA,NA,NA,NA
2017-08-27,"NYA","DET",NA,NA,NA,NA
2017-08-27,"WAS","HOU",NA,NA,NA,NA
2017-08-27,"COL","KC",NA,NA,NA,NA
2017-08-27,"TEX","LAA",NA,NA,NA,NA
2017-08-27,"TOR","TB",NA,NA,NA,NA
2017-08-27,"ARI","NYN",NA,NA,NA,NA
2017-08-27,"CHN","CIN",NA,NA,NA,NA
2017-08-27,"LAN","PIT",NA,NA,NA,NA
2017-08-27,"MIA","PHI",NA,NA,NA,NA
2017-08-27,"SD","STL",NA,NA,NA,NA
2017-08-28,"BAL","BOS",NA,NA,NA,NA
2017-08-28,"DET","CHA",NA,NA,NA,NA
2017-08-28,"KC","CLE",NA,NA,NA,NA
2017-08-28,"HOU","LAA",NA,NA,NA,NA
2017-08-28,"MIN","TOR",NA,NA,NA,NA
2017-08-28,"SEA","NYA",NA,NA,NA,NA
2017-08-28,"TEX","OAK",NA,NA,NA,NA
2017-08-28,"TB","STL",NA,NA,NA,NA
2017-08-28,"SF","ARI",NA,NA,NA,NA
2017-08-28,"COL","ATL",NA,NA,NA,NA
2017-08-28,"CHN","PHI",NA,NA,NA,NA
2017-08-28,"PIT","CIN",NA,NA,NA,NA
2017-08-28,"MIL","LAN",NA,NA,NA,NA
2017-08-28,"SD","MIA",NA,NA,NA,NA
2017-08-28,"NYN","WAS",NA,NA,NA,NA
2017-08-29,"BAL","BOS",NA,NA,NA,NA
2017-08-29,"DET","CHA",NA,NA,NA,NA
2017-08-29,"KC","CLE",NA,NA,NA,NA
2017-08-29,"HOU","LAA",NA,NA,NA,NA
2017-08-29,"MIN","TOR",NA,NA,NA,NA
2017-08-29,"SEA","NYA",NA,NA,NA,NA
2017-08-29,"TEX","OAK",NA,NA,NA,NA
2017-08-29,"TB","STL",NA,NA,NA,NA
2017-08-29,"SF","ARI",NA,NA,NA,NA
2017-08-29,"COL","ATL",NA,NA,NA,NA
2017-08-29,"CHN","PHI",NA,NA,NA,NA
2017-08-29,"PIT","CIN",NA,NA,NA,NA
2017-08-29,"MIL","LAN",NA,NA,NA,NA
2017-08-29,"SD","MIA",NA,NA,NA,NA
2017-08-29,"NYN","WAS",NA,NA,NA,NA
2017-08-30,"BAL","BOS",NA,NA,NA,NA
2017-08-30,"DET","CHA",NA,NA,NA,NA
2017-08-30,"KC","CLE",NA,NA,NA,NA
2017-08-30,"HOU","LAA",NA,NA,NA,NA
2017-08-30,"MIN","TOR",NA,NA,NA,NA
2017-08-30,"SEA","NYA",NA,NA,NA,NA
2017-08-30,"TEX","OAK",NA,NA,NA,NA
2017-08-30,"TB","STL",NA,NA,NA,NA
2017-08-30,"SF","ARI",NA,NA,NA,NA
2017-08-30,"COL","ATL",NA,NA,NA,NA
2017-08-30,"CHN","PHI",NA,NA,NA,NA
2017-08-30,"PIT","CIN",NA,NA,NA,NA
2017-08-30,"MIL","LAN",NA,NA,NA,NA
2017-08-30,"SD","MIA",NA,NA,NA,NA
2017-08-30,"NYN","WAS",NA,NA,NA,NA
2017-08-31,"SEA","BAL",NA,NA,NA,NA
2017-08-31,"BOS","TOR",NA,NA,NA,NA
2017-08-31,"CLE","NYA",NA,NA,NA,NA
2017-08-31,"DET","COL",NA,NA,NA,NA
2017-08-31,"TB","KC",NA,NA,NA,NA
2017-08-31,"OAK","LAA",NA,NA,NA,NA
2017-08-31,"ATL","PHI",NA,NA,NA,NA
2017-08-31,"PIT","CHN",NA,NA,NA,NA
2017-08-31,"MIA","WAS",NA,NA,NA,NA
2017-08-31,"SF","SD",NA,NA,NA,NA
2017-09-01,"SEA","BAL",NA,NA,NA,NA
2017-09-01,"BOS","TOR",NA,NA,NA,NA
2017-09-01,"CHA","MIN",NA,NA,NA,NA
2017-09-01,"CLE","NYA",NA,NA,NA,NA
2017-09-01,"DET","COL",NA,NA,NA,NA
2017-09-01,"TEX","HOU",NA,NA,NA,NA
2017-09-01,"TB","KC",NA,NA,NA,NA
2017-09-01,"OAK","LAA",NA,NA,NA,NA
2017-09-01,"LAN","ARI",NA,NA,NA,NA
2017-09-01,"ATL","PHI",NA,NA,NA,NA
2017-09-01,"PIT","CHN",NA,NA,NA,NA
2017-09-01,"NYN","CIN",NA,NA,NA,NA
2017-09-01,"MIA","WAS",NA,NA,NA,NA
2017-09-01,"STL","MIL",NA,NA,NA,NA
2017-09-01,"SF","SD",NA,NA,NA,NA
2017-09-02,"SEA","BAL",NA,NA,NA,NA
2017-09-02,"BOS","TOR",NA,NA,NA,NA
2017-09-02,"CHA","MIN",NA,NA,NA,NA
2017-09-02,"CLE","NYA",NA,NA,NA,NA
2017-09-02,"DET","COL",NA,NA,NA,NA
2017-09-02,"TEX","HOU",NA,NA,NA,NA
2017-09-02,"TB","KC",NA,NA,NA,NA
2017-09-02,"OAK","LAA",NA,NA,NA,NA
2017-09-02,"LAN","ARI",NA,NA,NA,NA
2017-09-02,"ATL","PHI",NA,NA,NA,NA
2017-09-02,"PIT","CHN",NA,NA,NA,NA
2017-09-02,"NYN","CIN",NA,NA,NA,NA
2017-09-02,"MIA","WAS",NA,NA,NA,NA
2017-09-02,"STL","MIL",NA,NA,NA,NA
2017-09-02,"SF","SD",NA,NA,NA,NA
2017-09-03,"TOR","BAL",NA,NA,NA,NA
2017-09-03,"BOS","NYA",NA,NA,NA,NA
2017-09-03,"CHA","MIN",NA,NA,NA,NA
2017-09-03,"TEX","HOU",NA,NA,NA,NA
2017-09-03,"LAN","ARI",NA,NA,NA,NA
2017-09-03,"ATL","CHN",NA,NA,NA,NA
2017-09-03,"NYN","CIN",NA,NA,NA,NA
2017-09-03,"PHI","MIA",NA,NA,NA,NA
2017-09-03,"WAS","MIL",NA,NA,NA,NA
2017-09-03,"STL","SF",NA,NA,NA,NA
2017-09-04,"TOR","BAL",NA,NA,NA,NA
2017-09-04,"BOS","NYA",NA,NA,NA,NA
2017-09-04,"TB","CHA",NA,NA,NA,NA
2017-09-04,"CLE","DET",NA,NA,NA,NA
2017-09-04,"NYN","HOU",NA,NA,NA,NA
2017-09-04,"KC","MIN",NA,NA,NA,NA
2017-09-04,"LAA","TEX",NA,NA,NA,NA
2017-09-04,"OAK","SEA",NA,NA,NA,NA
2017-09-04,"ARI","COL",NA,NA,NA,NA
2017-09-04,"ATL","CHN",NA,NA,NA,NA
2017-09-04,"CIN","PIT",NA,NA,NA,NA
2017-09-04,"LAN","SD",NA,NA,NA,NA
2017-09-04,"PHI","MIA",NA,NA,NA,NA
2017-09-04,"WAS","MIL",NA,NA,NA,NA
2017-09-04,"STL","SF",NA,NA,NA,NA
2017-09-05,"TOR","BAL",NA,NA,NA,NA
2017-09-05,"BOS","NYA",NA,NA,NA,NA
2017-09-05,"TB","CHA",NA,NA,NA,NA
2017-09-05,"CLE","DET",NA,NA,NA,NA
2017-09-05,"NYN","HOU",NA,NA,NA,NA
