"Date","Visit","Home","DH","Rain","Away_Score","Home_Score"
2017-09-05,"KC","MIN",NA,NA,NA,NA
2017-09-05,"LAA","TEX",NA,NA,NA,NA
2017-09-05,"OAK","SEA",NA,NA,NA,NA
2017-09-05,"ARI","COL",NA,NA,NA,NA
2017-09-05,"ATL","CHN",NA,NA,NA,NA
2017-09-05,"CIN","PIT",NA,NA,NA,NA
2017-09-05,"LAN","SD",NA,NA,NA,NA
2017-09-05,"PHI","MIA",NA,NA,NA,NA
2017-09-05,"WAS","MIL",NA,NA,NA,NA
2017-09-05,"STL","SF",NA,NA,NA,NA
2017-09-06,"TOR","BAL",NA,NA,NA,NA
2017-09-06,"BOS","NYA",NA,NA,NA,NA
2017-09-06,"TB","CHA",NA,NA,NA,NA
2017-09-06,"CLE","DET",NA,NA,NA,NA
2017-09-06,"NYN","HOU",NA,NA,NA,NA
2017-09-06,"KC","MIN",NA,NA,NA,NA
2017-09-06,"LAA","TEX",NA,NA,NA,NA
2017-09-06,"OAK","SEA",NA,NA,NA,NA
2017-09-06,"ARI","COL",NA,NA,NA,NA
2017-09-06,"ATL","CHN",NA,NA,NA,NA
2017-09-06,"CIN","PIT",NA,NA,NA,NA
2017-09-06,"LAN","SD",NA,NA,NA,NA
2017-09-06,"PHI","MIA",NA,NA,NA,NA
2017-09-06,"WAS","MIL",NA,NA,NA,NA
2017-09-06,"STL","SF",NA,NA,NA,NA
2017-09-07,"NYA","BAL",NA,NA,NA,NA
2017-09-07,"TOR","BOS",NA,NA,NA,NA
2017-09-07,"CLE","CHA",NA,NA,NA,NA
2017-09-07,"KC","DET",NA,NA,NA,NA
2017-09-07,"HOU","SEA",NA,NA,NA,NA
2017-09-07,"LAA","OAK",NA,NA,NA,NA
2017-09-07,"MIN","TB",NA,NA,NA,NA
2017-09-07,"TEX","ATL",NA,NA,NA,NA
2017-09-07,"ARI","LAN",NA,NA,NA,NA
2017-09-07,"CHN","PIT",NA,NA,NA,NA
2017-09-07,"MIL","CIN",NA,NA,NA,NA
2017-09-07,"SF","COL",NA,NA,NA,NA
2017-09-07,"WAS","MIA",NA,NA,NA,NA
2017-09-07,"PHI","NYN",NA,NA,NA,NA
2017-09-07,"STL","SD",NA,NA,NA,NA
2017-09-08,"NYA","BAL",NA,NA,NA,NA
2017-09-08,"TOR","BOS",NA,NA,NA,NA
2017-09-08,"CLE","CHA",NA,NA,NA,NA
2017-09-08,"KC","DET",NA,NA,NA,NA
2017-09-08,"HOU","SEA",NA,NA,NA,NA
2017-09-08,"LAA","OAK",NA,NA,NA,NA
2017-09-08,"MIN","TB",NA,NA,NA,NA
2017-09-08,"TEX","ATL",NA,NA,NA,NA
2017-09-08,"ARI","LAN",NA,NA,NA,NA
2017-09-08,"CHN","PIT",NA,NA,NA,NA
2017-09-08,"MIL","CIN",NA,NA,NA,NA
2017-09-08,"SF","COL",NA,NA,NA,NA
2017-09-08,"WAS","MIA",NA,NA,NA,NA
2017-09-08,"PHI","NYN",NA,NA,NA,NA
2017-09-08,"STL","SD",NA,NA,NA,NA
2017-09-09,"NYA","BAL",NA,NA,NA,NA
2017-09-09,"TOR","BOS",NA,NA,NA,NA
2017-09-09,"CLE","CHA",NA,NA,NA,NA
2017-09-09,"KC","DET",NA,NA,NA,NA
2017-09-09,"HOU","SEA",NA,NA,NA,NA
2017-09-09,"LAA","OAK",NA,NA,NA,NA
2017-09-09,"MIN","TB",NA,NA,NA,NA
2017-09-09,"TEX","ATL",NA,NA,NA,NA
2017-09-09,"ARI","LAN",NA,NA,NA,NA
2017-09-09,"CHN","PIT",NA,NA,NA,NA
2017-09-09,"MIL","CIN",NA,NA,NA,NA
2017-09-09,"SF","COL",NA,NA,NA,NA
2017-09-09,"WAS","MIA",NA,NA,NA,NA
2017-09-09,"PHI","NYN",NA,NA,NA,NA
2017-09-09,"STL","SD",NA,NA,NA,NA
2017-09-10,"CLE","CHA",NA,NA,NA,NA
2017-09-10,"MIN","KC",NA,NA,NA,NA
2017-09-10,"MIA","ATL",NA,NA,NA,NA
2017-09-10,"CHN","PIT",NA,NA,NA,NA
2017-09-10,"CIN","NYN",NA,NA,NA,NA
2017-09-10,"COL","LAN",NA,NA,NA,NA
2017-09-10,"PHI","WAS",NA,NA,NA,NA
2017-09-10,"STL","SD",NA,NA,NA,NA
2017-09-11,"BAL","CLE",NA,NA,NA,NA
2017-09-11,"TB","BOS",NA,NA,NA,NA
2017-09-11,"SF","CHA",NA,NA,NA,NA
2017-09-11,"DET","TOR",NA,NA,NA,NA
2017-09-11,"HOU","OAK",NA,NA,NA,NA
2017-09-11,"MIN","KC",NA,NA,NA,NA
2017-09-11,"LAA","SEA",NA,NA,NA,NA
2017-09-11,"NYA","TEX",NA,NA,NA,NA
2017-09-11,"SD","ARI",NA,NA,NA,NA
2017-09-11,"MIA","ATL",NA,NA,NA,NA
2017-09-11,"MIL","CHN",NA,NA,NA,NA
2017-09-11,"CIN","NYN",NA,NA,NA,NA
2017-09-11,"COL","LAN",NA,NA,NA,NA
2017-09-11,"PHI","WAS",NA,NA,NA,NA
2017-09-11,"PIT","STL",NA,NA,NA,NA
2017-09-12,"BAL","CLE",NA,NA,NA,NA
2017-09-12,"TB","BOS",NA,NA,NA,NA
2017-09-12,"SF","CHA",NA,NA,NA,NA
2017-09-12,"DET","TOR",NA,NA,NA,NA
2017-09-12,"HOU","OAK",NA,NA,NA,NA
2017-09-12,"MIN","KC",NA,NA,NA,NA
2017-09-12,"LAA","SEA",NA,NA,NA,NA
2017-09-12,"NYA","TEX",NA,NA,NA,NA
2017-09-12,"SD","ARI",NA,NA,NA,NA
2017-09-12,"MIA","ATL",NA,NA,NA,NA
2017-09-12,"MIL","CHN",NA,NA,NA,NA
2017-09-12,"CIN","NYN",NA,NA,NA,NA
2017-09-12,"COL","LAN",NA,NA,NA,NA
2017-09-12,"PHI","WAS",NA,NA,NA,NA
2017-09-12,"PIT","STL",NA,NA,NA,NA
2017-09-13,"BAL","CLE",NA,NA,NA,NA
2017-09-13,"TB","BOS",NA,NA,NA,NA
2017-09-13,"SF","CHA",NA,NA,NA,NA
2017-09-13,"DET","TOR",NA,NA,NA,NA
2017-09-13,"HOU","OAK",NA,NA,NA,NA
2017-09-13,"MIN","KC",NA,NA,NA,NA
2017-09-13,"LAA","SEA",NA,NA,NA,NA
2017-09-13,"NYA","TEX",NA,NA,NA,NA
2017-09-13,"SD","ARI",NA,NA,NA,NA
2017-09-13,"MIA","ATL",NA,NA,NA,NA
2017-09-13,"MIL","CHN",NA,NA,NA,NA
2017-09-13,"CIN","NYN",NA,NA,NA,NA
2017-09-13,"COL","LAN",NA,NA,NA,NA
2017-09-13,"PHI","WAS",NA,NA,NA,NA
2017-09-13,"PIT","STL",NA,NA,NA,NA
2017-09-14,"BAL","TOR",NA,NA,NA,NA
2017-09-14,"CHA","KC",NA,NA,NA,NA
2017-09-14,"DET","CLE",NA,NA,NA,NA
2017-09-14,"NYA","TB",NA,NA,NA,NA
2017-09-14,"SEA","TEX",NA,NA,NA,NA
2017-09-14,"COL","ARI",NA,NA,NA,NA
2017-09-14,"LAN","SF",NA,NA,NA,NA
2017-09-14,"PIT","MIL",NA,NA,NA,NA
2017-09-15,"BAL","TOR",NA,NA,NA,NA
2017-09-15,"OAK","BOS",NA,NA,NA,NA
2017-09-15,"CHA","KC",NA,NA,NA,NA
2017-09-15,"DET","CLE",NA,NA,NA,NA
2017-09-15,"HOU","LAA",NA,NA,NA,NA
2017-09-15,"SD","MIN",NA,NA,NA,NA
2017-09-15,"NYA","TB",NA,NA,NA,NA
2017-09-15,"SEA","TEX",NA,NA,NA,NA
2017-09-15,"COL","ARI",NA,NA,NA,NA
2017-09-15,"ATL","WAS",NA,NA,NA,NA
2017-09-15,"NYN","CHN",NA,NA,NA,NA
2017-09-15,"CIN","STL",NA,NA,NA,NA
2017-09-15,"LAN","SF",NA,NA,NA,NA
2017-09-15,"MIA","PHI",NA,NA,NA,NA
2017-09-15,"PIT","MIL",NA,NA,NA,NA
2017-09-16,"BAL","TOR",NA,NA,NA,NA
2017-09-16,"OAK","BOS",NA,NA,NA,NA
2017-09-16,"CHA","KC",NA,NA,NA,NA
2017-09-16,"DET","CLE",NA,NA,NA,NA
2017-09-16,"HOU","LAA",NA,NA,NA,NA
2017-09-16,"SD","MIN",NA,NA,NA,NA
2017-09-16,"NYA","TB",NA,NA,NA,NA
2017-09-16,"SEA","TEX",NA,NA,NA,NA
2017-09-16,"COL","ARI",NA,NA,NA,NA
2017-09-16,"ATL","WAS",NA,NA,NA,NA
2017-09-16,"NYN","CHN",NA,NA,NA,NA
2017-09-16,"CIN","STL",NA,NA,NA,NA
2017-09-16,"LAN","SF",NA,NA,NA,NA
2017-09-16,"MIA","PHI",NA,NA,NA,NA
2017-09-16,"PIT","MIL",NA,NA,NA,NA
2017-09-17,"BAL","NYA",NA,NA,NA,NA
2017-09-17,"OAK","BOS",NA,NA,NA,NA
2017-09-17,"CHA","DET",NA,NA,NA,NA
2017-09-17,"KC","CLE",NA,NA,NA,NA
2017-09-17,"HOU","LAA",NA,NA,NA,NA
2017-09-17,"TOR","MIN",NA,NA,NA,NA
2017-09-17,"SEA","TEX",NA,NA,NA,NA
2017-09-17,"COL","ARI",NA,NA,NA,NA
2017-09-17,"ATL","WAS",NA,NA,NA,NA
2017-09-17,"NYN","CHN",NA,NA,NA,NA
2017-09-17,"CIN","STL",NA,NA,NA,NA
2017-09-17,"MIA","PHI",NA,NA,NA,NA
2017-09-18,"BAL","NYA",NA,NA,NA,NA
2017-09-18,"BOS","TB",NA,NA,NA,NA
2017-09-18,"CHA","DET",NA,NA,NA,NA
2017-09-18,"KC","CLE",NA,NA,NA,NA
2017-09-18,"SEA","HOU",NA,NA,NA,NA
2017-09-18,"TEX","LAA",NA,NA,NA,NA
2017-09-18,"TOR","MIN",NA,NA,NA,NA
2017-09-18,"OAK","PHI",NA,NA,NA,NA
2017-09-18,"ARI","SF",NA,NA,NA,NA
2017-09-18,"NYN","ATL",NA,NA,NA,NA
2017-09-18,"STL","CHN",NA,NA,NA,NA
2017-09-18,"PIT","CIN",NA,NA,NA,NA
2017-09-18,"SD","COL",NA,NA,NA,NA
2017-09-18,"LAN","WAS",NA,NA,NA,NA
2017-09-18,"MIL","MIA",NA,NA,NA,NA
2017-09-19,"BAL","NYA",NA,NA,NA,NA
2017-09-19,"BOS","TB",NA,NA,NA,NA
2017-09-19,"CHA","DET",NA,NA,NA,NA
2017-09-19,"KC","CLE",NA,NA,NA,NA
2017-09-19,"SEA","HOU",NA,NA,NA,NA
2017-09-19,"TEX","LAA",NA,NA,NA,NA
2017-09-19,"TOR","MIN",NA,NA,NA,NA
2017-09-19,"OAK","PHI",NA,NA,NA,NA
2017-09-19,"ARI","SF",NA,NA,NA,NA
2017-09-19,"NYN","ATL",NA,NA,NA,NA
2017-09-19,"STL","CHN",NA,NA,NA,NA
2017-09-19,"PIT","CIN",NA,NA,NA,NA
2017-09-19,"SD","COL",NA,NA,NA,NA
2017-09-19,"LAN","WAS",NA,NA,NA,NA
2017-09-19,"MIL","MIA",NA,NA,NA,NA
2017-09-20,"BAL","NYA",NA,NA,NA,NA
2017-09-20,"BOS","TB",NA,NA,NA,NA
2017-09-20,"CHA","DET",NA,NA,NA,NA
2017-09-20,"KC","CLE",NA,NA,NA,NA
2017-09-20,"SEA","HOU",NA,NA,NA,NA
2017-09-20,"TEX","LAA",NA,NA,NA,NA
2017-09-20,"TOR","MIN",NA,NA,NA,NA
2017-09-20,"OAK","PHI",NA,NA,NA,NA
2017-09-20,"ARI","SF",NA,NA,NA,NA
2017-09-20,"NYN","ATL",NA,NA,NA,NA
2017-09-20,"STL","CHN",NA,NA,NA,NA
2017-09-20,"PIT","CIN",NA,NA,NA,NA
2017-09-20,"SD","COL",NA,NA,NA,NA
2017-09-20,"LAN","WAS",NA,NA,NA,NA
2017-09-20,"MIL","MIA",NA,NA,NA,NA
2017-09-21,"BOS","BAL",NA,NA,NA,NA
2017-09-21,"OAK","DET",NA,NA,NA,NA
2017-09-21,"MIN","NYA",NA,NA,NA,NA
2017-09-21,"ARI","SD",NA,NA,NA,NA
2017-09-21,"LAN","PHI",NA,NA,NA,NA
2017-09-21,"NYN","MIA",NA,NA,NA,NA
2017-09-21,"MIL","PIT",NA,NA,NA,NA
2017-09-22,"BOS","BAL",NA,NA,NA,NA
2017-09-22,"CHA","HOU",NA,NA,NA,NA
2017-09-22,"CLE","LAA",NA,NA,NA,NA
2017-09-22,"OAK","DET",NA,NA,NA,NA
2017-09-22,"KC","TOR",NA,NA,NA,NA
2017-09-22,"MIN","NYA",NA,NA,NA,NA
2017-09-22,"TEX","SEA",NA,NA,NA,NA
2017-09-22,"CHN","TB",NA,NA,NA,NA
2017-09-22,"ARI","SD",NA,NA,NA,NA
2017-09-22,"WAS","ATL",NA,NA,NA,NA
2017-09-22,"STL","CIN",NA,NA,NA,NA
2017-09-22,"COL","SF",NA,NA,NA,NA
2017-09-22,"LAN","PHI",NA,NA,NA,NA
2017-09-22,"NYN","MIA",NA,NA,NA,NA
2017-09-22,"MIL","PIT",NA,NA,NA,NA
2017-09-23,"BOS","BAL",NA,NA,NA,NA
2017-09-23,"CHA","HOU",NA,NA,NA,NA
2017-09-23,"CLE","LAA",NA,NA,NA,NA
2017-09-23,"OAK","DET",NA,NA,NA,NA
2017-09-23,"KC","TOR",NA,NA,NA,NA
2017-09-23,"MIN","NYA",NA,NA,NA,NA
2017-09-23,"TEX","SEA",NA,NA,NA,NA
2017-09-23,"CHN","TB",NA,NA,NA,NA
2017-09-23,"ARI","SD",NA,NA,NA,NA
2017-09-23,"WAS","ATL",NA,NA,NA,NA
2017-09-23,"STL","CIN",NA,NA,NA,NA
2017-09-23,"COL","SF",NA,NA,NA,NA
2017-09-23,"LAN","PHI",NA,NA,NA,NA
2017-09-23,"NYN","MIA",NA,NA,NA,NA
2017-09-23,"MIL","PIT",NA,NA,NA,NA
2017-09-24,"TB","BAL",NA,NA,NA,NA
2017-09-24,"CHA","HOU",NA,NA,NA,NA
2017-09-24,"CLE","LAA",NA,NA,NA,NA
2017-09-24,"MIN","DET",NA,NA,NA,NA
2017-09-24,"KC","TOR",NA,NA,NA,NA
2017-09-24,"TEX","SEA",NA,NA,NA,NA
2017-09-24,"WAS","ATL",NA,NA,NA,NA
2017-09-24,"CHN","MIL",NA,NA,NA,NA
2017-09-24,"STL","CIN",NA,NA,NA,NA
2017-09-24,"COL","SD",NA,NA,NA,NA
2017-09-24,"LAN","PHI",NA,NA,NA,NA
2017-09-25,"TB","BAL",NA,NA,NA,NA
2017-09-25,"BOS","CIN",NA,NA,NA,NA
2017-09-25,"KC","CHA",NA,NA,NA,NA
2017-09-25,"CLE","SEA",NA,NA,NA,NA
2017-09-25,"MIN","DET",NA,NA,NA,NA
2017-09-25,"LAA","HOU",NA,NA,NA,NA
2017-09-25,"NYA","TOR",NA,NA,NA,NA
2017-09-25,"TEX","OAK",NA,NA,NA,NA
2017-09-25,"MIA","ARI",NA,NA,NA,NA
2017-09-25,"PHI","ATL",NA,NA,NA,NA
2017-09-25,"CHN","MIL",NA,NA,NA,NA
2017-09-25,"COL","SD",NA,NA,NA,NA
2017-09-25,"SF","LAN",NA,NA,NA,NA
2017-09-25,"WAS","NYN",NA,NA,NA,NA
2017-09-25,"STL","PIT",NA,NA,NA,NA
2017-09-26,"TB","BAL",NA,NA,NA,NA
2017-09-26,"BOS","CIN",NA,NA,NA,NA
2017-09-26,"KC","CHA",NA,NA,NA,NA
2017-09-26,"CLE","SEA",NA,NA,NA,NA
2017-09-26,"MIN","DET",NA,NA,NA,NA
2017-09-26,"LAA","HOU",NA,NA,NA,NA
2017-09-26,"NYA","TOR",NA,NA,NA,NA
2017-09-26,"TEX","OAK",NA,NA,NA,NA
2017-09-26,"MIA","ARI",NA,NA,NA,NA
2017-09-26,"PHI","ATL",NA,NA,NA,NA
2017-09-26,"CHN","MIL",NA,NA,NA,NA
2017-09-26,"COL","SD",NA,NA,NA,NA
2017-09-26,"SF","LAN",NA,NA,NA,NA
2017-09-26,"WAS","NYN",NA,NA,NA,NA
2017-09-26,"STL","PIT",NA,NA,NA,NA
2017-09-27,"TB","BAL",NA,NA,NA,NA
2017-09-27,"BOS","CIN",NA,NA,NA,NA
2017-09-27,"KC","CHA",NA,NA,NA,NA
2017-09-27,"CLE","SEA",NA,NA,NA,NA
2017-09-27,"MIN","DET",NA,NA,NA,NA
2017-09-27,"LAA","HOU",NA,NA,NA,NA
2017-09-27,"NYA","TOR",NA,NA,NA,NA
2017-09-27,"TEX","OAK",NA,NA,NA,NA
2017-09-27,"MIA","ARI",NA,NA,NA,NA
2017-09-27,"PHI","ATL",NA,NA,NA,NA
2017-09-27,"CHN","MIL",NA,NA,NA,NA
2017-09-27,"COL","SD",NA,NA,NA,NA
2017-09-27,"SF","LAN",NA,NA,NA,NA
2017-09-27,"WAS","NYN",NA,NA,NA,NA
2017-09-27,"STL","PIT",NA,NA,NA,NA
2017-09-28,"TOR","BOS",NA,NA,NA,NA
2017-09-28,"LAA","CHA",NA,NA,NA,NA
2017-09-28,"HOU","TEX",NA,NA,NA,NA
2017-09-28,"SEA","OAK",NA,NA,NA,NA
2017-09-28,"SF","ARI",NA,NA,NA,NA
2017-09-28,"ATL","NYN",NA,NA,NA,NA
2017-09-28,"CHN","STL",NA,NA,NA,NA
2017-09-28,"MIA","COL",NA,NA,NA,NA
2017-09-28,"SD","LAN",NA,NA,NA,NA
2017-09-28,"WAS","PHI",NA,NA,NA,NA
2017-09-29,"BAL","PIT",NA,NA,NA,NA
2017-09-29,"TOR","BOS",NA,NA,NA,NA
2017-09-29,"LAA","CHA",NA,NA,NA,NA
2017-09-29,"MIN","CLE",NA,NA,NA,NA
2017-09-29,"DET","KC",NA,NA,NA,NA
2017-09-29,"HOU","TEX",NA,NA,NA,NA
2017-09-29,"TB","NYA",NA,NA,NA,NA
2017-09-29,"SEA","OAK",NA,NA,NA,NA
2017-09-29,"SF","ARI",NA,NA,NA,NA
2017-09-29,"ATL","NYN",NA,NA,NA,NA
2017-09-29,"CHN","STL",NA,NA,NA,NA
2017-09-29,"CIN","MIL",NA,NA,NA,NA
2017-09-29,"MIA","COL",NA,NA,NA,NA
2017-09-29,"SD","LAN",NA,NA,NA,NA
2017-09-29,"WAS","PHI",NA,NA,NA,NA
2017-09-30,"BAL","PIT",NA,NA,NA,NA
2017-09-30,"TOR","BOS",NA,NA,NA,NA
2017-09-30,"LAA","CHA",NA,NA,NA,NA
2017-09-30,"MIN","CLE",NA,NA,NA,NA
2017-09-30,"DET","KC",NA,NA,NA,NA
2017-09-30,"HOU","TEX",NA,NA,NA,NA
2017-09-30,"TB","NYA",NA,NA,NA,NA
2017-09-30,"SEA","OAK",NA,NA,NA,NA
2017-09-30,"SF","ARI",NA,NA,NA,NA
2017-09-30,"ATL","NYN",NA,NA,NA,NA
2017-09-30,"CHN","STL",NA,NA,NA,NA
2017-09-30,"CIN","MIL",NA,NA,NA,NA
2017-09-30,"MIA","COL",NA,NA,NA,NA
2017-09-30,"SD","LAN",NA,NA,NA,NA
2017-09-30,"WAS","PHI",NA,NA,NA,NA
2017-10-01,"HOU","BOS",NA,NA,NA,NA
2017-10-01,"LAA","CHA",NA,NA,NA,NA
2017-10-01,"MIN","CLE",NA,NA,NA,NA
2017-10-01,"DET","KC",NA,NA,NA,NA
2017-10-01,"TB","NYA",NA,NA,NA,NA
2017-10-01,"OAK","TEX",NA,NA,NA,NA
2017-10-01,"ATL","MIA",NA,NA,NA,NA
2017-10-01,"CHN","STL",NA,NA,NA,NA
2017-10-01,"CIN","MIL",NA,NA,NA,NA
2017-10-01,"PIT","WAS",NA,NA,NA,NA
2017-10-02,"BAL","TB",NA,NA,NA,NA
2017-10-02,"HOU","BOS",NA,NA,NA,NA
2017-10-02,"CHA","CLE",NA,NA,NA,NA
2017-10-02,"DET","MIN",NA,NA,NA,NA
2017-10-02,"ARI","KC",NA,NA,NA,NA
2017-10-02,"SEA","LAA",NA,NA,NA,NA
2017-10-02,"TOR","NYA",NA,NA,NA,NA
2017-10-02,"OAK","TEX",NA,NA,NA,NA
2017-10-02,"ATL","MIA",NA,NA,NA,NA
2017-10-02,"CIN","CHN",NA,NA,NA,NA
2017-10-02,"LAN","COL",NA,NA,NA,NA
2017-10-02,"MIL","STL",NA,NA,NA,NA
2017-10-02,"NYN","PHI",NA,NA,NA,NA
2017-10-02,"PIT","WAS",NA,NA,NA,NA
2017-10-02,"SD","SF",NA,NA,NA,NA
2017-10-03,"BAL","TB",NA,NA,NA,NA
2017-10-03,"HOU","BOS",NA,NA,NA,NA
2017-10-03,"CHA","CLE",NA,NA,NA,NA
2017-10-03,"DET","MIN",NA,NA,NA,NA
2017-10-03,"ARI","KC",NA,NA,NA,NA
2017-10-03,"SEA","LAA",NA,NA,NA,NA
2017-10-03,"TOR","NYA",NA,NA,NA,NA
2017-10-03,"OAK","TEX",NA,NA,NA,NA
2017-10-03,"ATL","MIA",NA,NA,NA,NA
2017-10-03,"CIN","CHN",NA,NA,NA,NA
2017-10-03,"LAN","COL",NA,NA,NA,NA
2017-10-03,"MIL","STL",NA,NA,NA,NA
2017-10-03,"NYN","PHI",NA,NA,NA,NA
2017-10-03,"PIT","WAS",NA,NA,NA,NA
2017-10-03,"SD","SF",NA,NA,NA,NA
2017-10-04,"BAL","TB",NA,NA,NA,NA
2017-10-04,"HOU","BOS",NA,NA,NA,NA
2017-10-04,"CHA","CLE",NA,NA,NA,NA
2017-10-04,"DET","MIN",NA,NA,NA,NA
2017-10-04,"ARI","KC",NA,NA,NA,NA
2017-10-04,"SEA","LAA",NA,NA,NA,NA
2017-10-04,"TOR","NYA",NA,NA,NA,NA
2017-10-04,"OAK","TEX",NA,NA,NA,NA
2017-10-04,"ATL","MIA",NA,NA,NA,NA
2017-10-04,"CIN","CHN",NA,NA,NA,NA
2017-10-04,"LAN","COL",NA,NA,NA,NA
2017-10-04,"MIL","STL",NA,NA,NA,NA
2017-10-04,"NYN","PHI",NA,NA,NA,NA
2017-10-04,"PIT","WAS",NA,NA,NA,NA
2017-10-04,"SD","SF",NA,NA,NA,NA
